,artist,title,genre,URL,lyrics
36,David Bowie,Life On Mars?,Pop,http://azlyrics.com/lyrics/davidbowie/lifeonmars.html,"

It's a god-awful small affair
To the girl with the mousy hair
But her mummy is yelling, ""No!""
And her daddy has told her to go
But her friend is nowhere to be seen
Now she walks through her sunken dream
To the seat with the clearest view
And she's hooked to the silver screen

But the film is a saddening bore
For she's lived it ten times or more
She could spit in the eyes of fools
As they ask her to focus on

Sailors fighting in the dance hall
Oh man!
Look at those cavemen go
It's the freakiest show
Take a look at the lawman
Beating up the wrong guy
Oh man!
Wonder if he'll ever know
He's in the best-selling show
Is there life on Mars?

It's on America's tortured brow
That Mickey Mouse has grown up a cow
Now the workers have struck for fame
'Cause Lennon's on sale again
See the mice in their million hordes
From Ibiza to the Norfolk Broads
Rule Britannia is out of bounds
To my mother, my dog, and clowns

But the film is a saddening bore
'Cause I wrote it ten times or more
It's about to be writ again
As I ask you to focus on

Sailors fighting in the dance hall
Oh man!
Look at those cavemen go
It's the freakiest show
Take a look at the lawman
Beating up the wrong guy
Oh man!
Wonder if he'll ever know
He's in the best-selling show
Is there life on Mars?
"
37,Four Tops,Reach Out I'll Be There,Pop,http://azlyrics.com/lyrics/fourtops/reachoutillbethere.html,"

Now if you feel that you can't go on (can't go on)
Because all of your hope is gone (all your hope is gone)
And your life is filled with much confusion (much confusion)
Until happiness is just an illusion (happiness is just an illusion)
And your world around is crumbling down, darlin'

(Reach out) Come on girl reach on out for me
(Reach out) Reach out for me
Hah, I'll be there with a love that will shelter you
I'll be there with a love that will see you through

When you feel lost and about to give up (to give up)
'Cause your best just ain't good enough (just ain't good enough)
And your feel the world has grown cold (has grown cold)
And your drifting out all on your own (drifting out on your own)
And you need a hand to hold, darlin'

(Reach out) Come on girl, reach out for me
(Reach out) Reach out for me
Hah, I'll be there to love and comfort you
And I'll be there to cherish and care for you

(I'll be there to always see you through)
(I'll be there to love and comfort you)

I can tell the way you hang your head (hang your head)
You're not in love now, now you're afraid (you're afraid)
And through your tears you look around (look around)
But there's no peace of mind to be found (no peace of mind to be found)
I know what your thinking
You're a loner, no love of your own, but darling

(Reach out) Come on girl reach out for me
Reach out, just look over your shoulder
I'll be there to give you all the love you need
And I'll be there you can always depend on me
I'll be there
"
38,Oasis,Wonderwall,Pop,http://azlyrics.com/lyrics/oasis/wonderwall.html,"

Today is gonna be the day
That they're gonna throw it back to you
By now you should've somehow
Realized what you gotta do
I don't believe that anybody
Feels the way I do about you now

Backbeat, the word is on the street
That the fire in your heart is out
I'm sure you've heard it all before
But you never really had a doubt
I don't believe that anybody feels
The way I do about you now

And all the roads we have to walk are winding
And all the lights that lead us there are blinding
There are many things that I would
Like to say to you
But I don't know how

Because maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

Today was gonna be the day
But they'll never throw it back to you
By now you should've somehow
Realized what you're not to do
I don't believe that anybody
Feels the way I do
About you now

And all the roads that lead you there were winding
And all the lights that light the way are blinding
There are many things that I would like to say to you
But I don't know how

I said maybe
You're gonna be the one that saves me
And after all
You're my wonderwall

I said maybe (I said maybe)
You're gonna be the one that saves me
And after all
You're my wonderwall

I said maybe (I said maybe)
You're gonna be the one that saves me (saves me)
You're gonna be the one that saves me (saves me)
You're gonna be the one that saves me (saves me)
"
39,Bruce Springsteen,Thunder Road,Pop,http://azlyrics.com/lyrics/brucespringsteen/thunderroad.html,"

The screen door slams, Mary's dress sways
Like a vision, she dances across the porch as the radio plays
Roy Orbison singing for the lonely
Hey, that's me, and I want you only
Don't turn me home again
I just can't face myself alone again

Don't run back inside
Darling, you know just what I'm here for
So you're scared, and you're thinking
That maybe we ain't that young anymore
Show a little faith, there's magic in the night
You ain't a beauty, but, hey, you're alright
Oh, and that's alright with me

You can hide 'neath your covers and study your pain
Make crosses from your lovers, throw roses in the rain
Waste your summer praying in vain
For a saviour to rise from these streets
Well now, I'm no hero, that's understood
All the redemption I can offer, girl, is beneath this dirty hood
With a chance to make it good somehow
Hey what else can we do now?

Except roll down the window and let the wind blow back your hair
Well the night's busting open
These two lanes will take us anywhere
We got one last chance to make it real
To trade in these wings on some wheels
Climb in back, heaven's waiting down on the tracks

Oh-oh come take my hand
We're riding out tonight to case the promised land
Oh-oh Thunder Road oh Thunder Road oh Thunder Road
Lying out there like a killer in the sun
Hey, I know it's late, we can make it if we run
Oh, Thunder Road, sit tight, take hold
Thunder Road

Well I got this guitar, and I learned how to make it talk
And my car's out back if you're ready to take that long walk
From your front porch to my front seat
The door's open but the ride it ain't free
And I know you're lonely for words that I ain't spoken
But tonight we'll be free, all the promises'll be broken

There were ghosts in the eyes of all the boys you sent away
They haunt this dusty beach road
In the skeleton frames of burned out Chevrolets
They scream your name at night in the street
Your graduation gown lies in rags at their feet
And in the lonely cool before dawn
You hear their engines roaring on
But when you get to the porch they're gone on the wind
So Mary, climb in
It's a town full of losers
And I'm pulling out of here to win
"
40,U2,One,Pop,http://azlyrics.com/lyrics/u2/one.html,
41,Smokey Robinson & The Miracles,The Tracks Of My Tears,Pop,http://azlyrics.com/lyrics/smokeyrobinsonthemiracles/thetracksofmytears.html,"

People say I'm the life of the party
'Cause I tell a joke or two
Although I might be laughing loud and hearty
Deep inside I'm blue

So take a good look at my face
You'll see my smile looks out of place
If you look closer, it's easy to trace
The tracks of my tears

I need you (need you)
Need you (need you)

Since you left me, if you see me with another girl
Seeming like I'm having fun
Although she may be cute, she's just a substitute
Because you're the permanent one

So take a good look at my face
You'll see my smile looks out of place
Look a little bit closer, it's easy to trace
The tracks of my tears

I need you (need you)
Need you (need you)

(Outside) I'm masquerading
(Inside) my hope is fading
Just a clown, oh yeah, since you put me down
My smile is my make up I wear since my break up with you

Baby, take a good look at my face
You'll see my smile looks out of place
Yeah, just look closer, it's easy to trace
The tracks of my tears

Take a good look at my face
Ooh yeah, you'll see my smile looks out of place
Look a little bit closer, it's easy to trace
The tracks of my tears
"
42,The Beatles,Yesterday,Pop,http://azlyrics.com/lyrics/thebeatles/yesterday.html,
43,ABBA,Dancing Queen,Pop,http://azlyrics.com/lyrics/abba/dancingqueen.html,"

Ooh, you can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen

Friday night and the lights are low
Looking out for a place to go
Where they play the right music, getting in the swing
You come to look for a king

Anybody could be that guy
Night is young and the music's high
With a bit of rock music, everything is fine
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine
Oh, yeah

You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen

You're a teaser, you turn 'em on
Leave them burning and then you're gone
Looking out for another, anyone will do
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine
Oh, yeah

You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Digging the dancing queen

Digging the dancing queen
"
44,The Smiths,This Charming Man,Pop,http://azlyrics.com/lyrics/thesmiths/thischarmingman.html,
45,Frank Ocean,Pyramids,Pop,http://azlyrics.com/lyrics/frankocean/pyramids.html,"

Set the cheetahs on the loose
There's a thief out on the move
Underneath our legion's view
They have taken Cleopatra

Run run run come back for my glory
(Cleopatra, Cleopatra)

Bring her back to me
(Cleopatra, hey oh Patra eh eh Cleopatra)

Run run run the crown of our pharaoh
(Cleopatra, Cleopatra)

The throne of our queen is empty
(Hey oh' Patra, Cleopatra)

And we'll run to the future
Shining like diamonds in a rocky world
A rocky, rocky world
Our skin like bronze and our hair like cashmere
As we march to the rhythm
On the palace floor
Chandeliers inside the pyramids
Tremble from the force
Cymbals crash inside the pyramids
Voices fill up the halls

Set the cheetahs on the loose
There's a thief out on the move
Underneath our legion's view
They have taken Cleopatra, Cleopatra

The jewel of Africa
(Jewel)
What good is a jewel that ain't still precious
How could you run off on me?
How could you run off on us?
You feel like God inside that gold
I found you laying down with Samson
And his full head of hair
I found my black queen Cleopatra
Bad dreams Cleopatra

Remove her
Send the cheetahs to the tomb
Our war is over, our queen has met her doom
No more she lives, no more serpent in her room
No more, he has killed Cleopatra, Cleopatra

Big sun coming strong through the motel blinds
Wake up to your girl for now let's call her Cleopatra, Cleopatra
I watch you fix your hair
Then put your panties on in the mirror, Cleopatra
Then your lipstick, Cleopatra
Then your six-inch heels
Catch her
She's headed to the pyramid

She's working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight

Pimping in my convos
Bubbles in my champagne
Let it be some jazz playing
Top floor motel suite, twisting my cigars
Floor model TV with the VCR
Got rubies in my damn chain
Whip ain't got no gas tank
But it still got woodgrain
Got your girl working for me
Hit the strip and my bills paid
That keep my bills paid
Hit the strip and my bills paid
Keep a nigga bills paid

She's working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid

You showed up after work I'm bathing your body
Touch you in places only I know
You're wet and you're warm just like our bathwater
Can we make love before you go
The way you say my name makes me feel like
I'm that nigga
But I'm still unemployed
You say it's big but you take it
Ride cowgirl
But your love ain't free no more, baby
But your love ain't free no more

She's working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
That's right
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
Working at the pyramid
Working at the pyramid tonight
"
46,The Temptations,My Girl,Pop,http://azlyrics.com/lyrics/thetemptations/mygirl.html,
47,Lana Del Rey,Video Games,Pop,http://azlyrics.com/lyrics/lanadelrey/videogames.html,"

Swinging in the backyard
Pull up in your fast car
Whistling my name

Open up a beer
And you say, ""Get over here
And play a video game.""

I'm in his favorite sundress
Watching me get undressed
Take that body downtown

I say, ""You the bestest.""
Lean in for a big kiss
Put his favorite perfume on

Go play a video game

It's you, it's you, it's all for you
Everything I do
I tell you all the time
Heaven is a place on earth with you
Tell me all the things you wanna do
I heard that you like the bad girls
Honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
Baby, now you do

Singing in the old bars
Swinging with the old stars
Living for the fame

Kissing in the blue dark
Playing pool and wild darts
Video games

He holds me in his big arms
Drunk and I am seeing stars
This is all I think of

Watching all our friends fall
In and out of Old Paul's
This is my idea of fun
Playing video games

It's you, it's you, it's all for you
Everything I do
I tell you all the time
Heaven is a place on earth with you
Tell me all the things you wanna do
I heard that you like the bad girls
Honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
Baby, now you do

Now you do
Now you do
Now you do

Now, now you do
Now you do
Now you do

It's you, it's you, it's all for you
Everything I do
I tell you all the time
Heaven is a place on earth with you
Tell me all the things you wanna do
I heard that you like the bad girls
Honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
Baby, now you do

Now, now you do
Now you do
Now you do
(Now you do)
Now, now you do
Now you do
Now you do
"
48,Amy Winehouse,Rehab,Pop,http://azlyrics.com/lyrics/amywinehouse/rehab.html,"

They tried to make me go to rehab, but I said ""no, no, no""
Yes, I've been black, but when I come back, you'll know, know, know
I ain't got the time and if my daddy thinks I'm fine
He's tried to make me go to rehab, but I won't go, go, go

I'd rather be at home with Ray
I ain't got seventy days
'Cause there's nothing
There's nothing you can teach me
That I can't learn from Mr. Hathaway

I didn't get a lot in class
But I know it don't come in a shot glass

They tried to make me go to rehab, but I said 'no, no, no'
Yes, I've been black, but when I come back, you'll know, know, know
I ain't got the time and if my daddy thinks I'm fine
He's tried to make me go to rehab, but I won't go, go, go

The man said ""Why do you think you're here?""
I said ""I got no idea""
I'm gonna, I'm gonna lose my Baby
So I always keep a bottle near

He said ""I just think you're depressed""
This me ""Yeah, baby, and the rest""

They tried to make me go to rehab but I said ""no, no, no""
Yes, I've been black, but when I come back, you'll know, know, know..

I don't ever wanna drink again
I just, ooh, I just need a friend
I'm not gonna spend ten weeks
Have everyone think I'm on the mend

It's not just my pride
It's just 'til these tears have dried

They tried to make me go to rehab, but I said ""no, no, no""
Yes, I've been black, but when I come back, you'll know, know, know
I ain't got the time and if my daddy thinks I'm fine
He's tried to make me go to rehab, but I won't ""go, go, go""
"
49,Simon & Garfunkel,The Sound of Silence,Pop,http://azlyrics.com/lyrics/simongarfunkel/thesoundofsilence.html,"

Hello, darkness, my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision that was planted in my brain
Still remains
Within the sound of silence

In restless dreams I walked alone
Narrow streets of cobblestone
'Neath the halo of a streetlamp
I turned my collar to the cold and damp
When my eyes were stabbed by the flash of a neon light
That split the night
And touched the sound of silence

And in the naked light I saw
Ten thousand people, maybe more
People talking without speaking
People hearing without listening
People writing songs that voices never share
No one dared
Disturb the sound of silence

""Fools,"" said I, ""You do not know
Silence like a cancer grows
Hear my words that I might teach you
Take my arms that I might reach you.""
But my words like silent raindrops fell
And echoed in the wells of silence

And the people bowed and prayed
To the neon god they made
And the sign flashed out its warning
In the words that it was forming
And the sign said, ""The words of the prophets
Are written on the subway walls
And tenement halls
And whispered in the sounds of silence.""
"
50,Simon & Garfunkel,Bridge over Troubled Water,Pop,http://azlyrics.com/lyrics/simongarfunkel/bridgeovertroubledwater.html,"

When you're weary, feeling small,
When tears are in your eyes
I will dry them all
I'm on your side
Oh when times get rough
And friends just can't be found

Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

When you're down and out
When you're on the street
When evening falls so hard
I will comfort you
I'll take your part
Oh when darkness comes
And pain is all around

Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

Sail on, silver girl
Sail on by
Your time has come to shine
All your dreams are on their way
See how they shine
Oh if you need a friend
I'm sailing right behind

Like a bridge over troubled water
I will ease your mind
Like a bridge over troubled water
I will ease your mind
"
51,The Police,Every Breath You Take,Pop,http://azlyrics.com/lyrics/thepolice/everybreathyoutake.html,
52,Procol Harum,A Whiter Shade Of Pale,Pop,http://azlyrics.com/lyrics/procolharum/awhitershadeofpale.html,"

We skipped the light fandango
Turned cartwheels 'cross the floor
I was feeling kind of seasick
But the crowd called out for more
The room was humming harder
As the ceiling flew away
When we called out for another drink
The waiter brought a tray

And so it was that later
As the miller told his tale
That her face, at first just ghostly
Turned a whiter shade of pale

She said, ""There is no reason
And the truth is plain to see""
But I wandered through my playing cards
And would not let her be
One of sixteen vestal virgins
Who were leaving for the coast
And although my eyes were open
They might just as well have been closed

And so it was that later
As the miller told his tale
That her face, at first just ghostly
Turned a whiter shade of pale

And so it was that later
As the miller told his tale...
"
53,M83,Midnight City,Pop,http://azlyrics.com/lyrics/m83/midnightcity.html,"

Waiting in the car
Waiting for a ride in the dark
At night the night city grows
Look at the horizon glow

Waiting in the car
Waiting for a ride in the dark
Drinking in the lights
Following the neon signs

Waiting for a word
Looking at the milky skyline
The city is my church (city is my church)
It wraps me in its blinding twilight

Waiting in a car
Waiting for a ride in the dark
Waiting in a car
Waiting for the right time
Waiting in a car
Waiting for the right time
Waiting in a car
Waiting for the right time
Waiting in a car
Waiting for the right time
Waiting in a car
Waiting for the right time
Waiting in a car
Waiting for the right time
"
54,Rihanna,Umbrella,Pop,http://azlyrics.com/lyrics/rihanna/umbrella.html,"

Uh-huh, uh-huh (Yeah, Rihanna)
Uh-huh, uh-huh (Good Girl Gone Bad)
Uh-huh, uh-huh (Take three, action)
Uh-huh, uh-huh (Hov)

No clouds in my stones
Let it rain, I hydroplane in the bank
Coming down with the Dow Jones
When the clouds come, we gone, we Roc-A-Fella
We fly higher than weather, in G5's or better
You know me (You know me)
In anticipation for precipitation, stack chips for the rainy day
Jay—Rain Man is back
With Little Miss Sunshine, Rihanna, where you at?

You have my heart
And we'll never be worlds apart
Maybe in magazines
But you'll still be my star
Baby, 'cause in the dark
You can't see shiny cars
And that's when you need me there
With you, I'll always share
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh, eh, eh-eh

These fancy things
Will never come in between
You're part of my entity
Here for infinity
When the war has took its part
When the world has dealt its cards
If the hand is hard
Together we'll mend your heart
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh, eh, eh-eh

You can run into my arms
It's okay, don't be alarmed
Come into me
There's no distance in between our love
So gon' and let the rain pour
I'll be all you need and more
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
You can stand under my umbrella
You can stand under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh
Under my umbrella—ella—ella, eh, eh, eh, eh, eh-eh

It's raining, raining
Ooh, baby, it's raining, raining
Baby, come here to me
Come into me
It's raining, raining
Ooh, baby, it's raining, raining
You can always come into me
Come into me
It's pouring rain
It's pouring rain
Come here to me
Come into me
It's pouring rain
It's pouring rain
"
55,The Beatles,She Loves You,Pop,http://azlyrics.com/lyrics/thebeatles/shelovesyou.html,
56,Rod Stewart,Maggie May,Pop,http://azlyrics.com/lyrics/rodstewart/maggiemay.html,"

Wake up, Maggie
I think I got something to say to you
It's late September and
I really should be back at school

I know I keep you amused
But I feel I'm being used
Oh, Maggie, I couldn't have tried anymore
You led me away from home
Just to save you from being alone
You stole my heart and that's what really hurts

The morning sun, when it's in your face
Really shows your age
That don't worry me none
In my eyes, you're everything

I laughed at all of your jokes
My love you didn't need to coax
Oh, Maggie, I couldn't have tried anymore
You led me away from home
Just to save you from being alone
You stole my soul and that's a pain I can do without

All I needed was a friend
To lend a guiding hand
But you turned into a lover, and mother what a lover!
You wore me out

All you did was wreck my bed
And in the morning kick me in the head
Oh, Maggie, I couldn't have tried anymore
You led me away from home
'Cause you didn't want to be alone
You stole my heart, I couldn't leave you if I tried

I suppose I could collect my books
And get on back to school
Or steal my daddy's cue
And make a living out of playing pool

Or find myself a rock 'n' roll band
That needs a helping hand
Oh, Maggie, I wished I'd never seen your face
You made a first-class fool out of me
But I'm as blind as a fool can be
You stole my heart, but I love you anyway

Maggie, I wished I'd never seen your face
I'll get on back home one of these days, ooh, ooh, ooh
"
57,The Shirelles,Will You Still Love Me Tomorrow,Pop,http://azlyrics.com/lyrics/theshirelles/willyoustilllovemetomorrow.html,
58,Future Islands,Seasons (Waiting On You),Pop,http://azlyrics.com/lyrics/futureislands/seasons.html,
59,Madonna,Like a Prayer,Pop,http://azlyrics.com/lyrics/madonna/likeaprayer.html,"

Life is a mystery
Everyone must stand alone
I hear you call my name
And it feels like home

When you call my name
It's like a little prayer
I'm down on my knees
I wanna take you there
In the midnight hour
I can feel your power
Just like a prayer
You know I'll take you there

I hear your voice
It's like an angel sighing
I have no choice
I hear your voice
Feels like flying
I close my eyes
Oh God, I think I'm falling
Out of the sky
I close my eyes
Heaven, help me

When you call my name
It's like a little prayer
I'm down on my knees
I wanna take you there
In the midnight hour
I can feel your power
Just like a prayer
You know I'll take you there

Like a child
You whisper softly to me
You're in control
Just like a child
Now I'm dancing
It's like a dream
No end and no beginning
You're here with me
It's like a dream
Let the choir sing

When you call my name
It's like a little prayer
I'm down on my knees
I wanna take you there
In the midnight hour
I can feel your power
Just like a prayer
You know I'll take you there

When you call my name
It's like a little prayer
I'm down on my knees
I wanna take you there
In the midnight hour
I can feel your power
Just like a prayer
You know I'll take you there

Life is a mystery
Everyone must stand alone
I hear you call my name
And it feels like home

Just like a prayer
Your voice can take me there
Just like a muse to me
You are a mystery
Just like a dream
You are not what you seem
Just like a prayer, no choice
Your voice can take me there

Just like a prayer, I'll take you there
It's like a dream to me
Just like a prayer, I'll take you there
It's like a dream to me
Just like a prayer, I'll take you there
It's like a dream to me
Just like a prayer, I'll take you there
It's like a dream to me

Just like a prayer
Your voice can take me there
Just like a muse to me
You are a mystery
Just like a dream
You are not what you seem
Just like a prayer, no choice
Your voice can take me there

Just like a prayer
Your voice can take me there
Just like a muse to me
You are a mystery
Just like a dream
You are not what you seem
Just like a prayer, no choice
Your voice can take me there
Your voice can take me there
Like a prayer

Just like a prayer, your voice can take me there
It's like a prayer
Just like a prayer, your voice can take me there
It's like a prayer
Just like a prayer, your voice can take me there
It's like a prayer
Just like a prayer, your voice can take me there
It's like a prayer
"
60,Oasis,Live Forever,Pop,http://azlyrics.com/lyrics/oasis/liveforever.html,"

Maybe I don't really wanna know
How your garden grows
'Cause I just wanna fly
Lately, did you ever feel the pain
In the morning rain
As it soaks you to the bone?

Maybe I just wanna fly
Wanna live, I don't wanna die
Maybe I just wanna breathe
Maybe I just don't believe
Maybe you're the same as me
We see things they'll never see
You and I are gonna live forever

I said maybe I don't really wanna know
How your garden grows
'Cause I just wanna fly
Lately, did you ever feel the pain
In the morning rain
As it soaks you to the bone?

Maybe I will never be
All the things that I wanna be
Now is not the time to cry
Now's the time to find out why
I think you're the same as me
We see things they'll never see
You and I are gonna live forever

Maybe I don't really wanna know
How your garden grows
'Cause I just wanna fly
Lately, did you ever feel the pain
In the morning rain
As it soaks you to the bone

Maybe I just wanna fly
Wanna live, I don't wanna die
Maybe I just wanna breathe
Maybe I just don't believe
Maybe you're the same as me
We see things they'll never see
You and I are gonna live forever

Gonna live forever
Gonna live forever
We're gonna live forever
We're gonna live forever
We're gonna live forever
We're gonna live forever
"
61,MGMT,Time to Pretend,Pop,http://azlyrics.com/lyrics/mgmt/timetopretend.html,"

I'm feeling rough I'm feeling raw I'm in the prime of my life
Let's make some music make some money find some models for wives
I'll move to Paris, shoot some heroin and fuck with the stars
You man the island and the cocaine and the elegant cars

This is our decision to live fast and die young
We've got the vision, now let's have some fun
Yeah it's overwhelming, but what else can we do?
Get jobs in offices and wake up for the morning commute?

Forget about our mothers and our friends
We were fated to pretend, to pretend
We were fated to pretend, to pretend

I'll miss the playgrounds and the animals and digging up worms
I'll miss the comfort of my mother and the weight of the world
I'll miss my sister, miss my father, miss my dog and my home
Yeah I'll miss the boredom and the freedom and the time spent alone

But there is really nothing, nothing we can do
Love must be forgotten. Life can always start up anew
The models will have children, we'll get a divorce
We'll find some more models, everything must run its course

We'll choke on our vomit and that will be the end
We were fated to pretend, to pretend
We were fated to pretend, to pretend

Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
"
62,Herbert Stothart,"Over the Rainbow (From ""The Wizard of Oz"")",Pop,http://azlyrics.com/lyrics/herbertstothart/overtherainbow.html,
63,Roy Orbison,"Oh, Pretty Woman",Pop,http://azlyrics.com/lyrics/royorbison/ohprettywoman.html,"

Pretty woman, walking down the street
Pretty woman, the kind I like to meet
Pretty woman
I don't believe you, you're not the truth
No one could look as good as you

Mercy

Pretty woman, won't you pardon me?
Pretty woman, I couldn't help but see
Pretty woman
That you look lovely as can be
Are you lonely just like me?

Wow

Pretty woman, stop a while
Pretty woman, talk a while
Pretty woman, give your smile to me
Pretty woman, yeah, yeah, yeah
Pretty woman, look my way
Pretty woman, say you'll stay with me

'Cause I need you, I'll treat you right
Come with me baby, be mine tonight

Pretty woman, don't walk on by
Pretty woman, don't make me cry
Pretty woman, don't walk away, hey...
OK

If that's the way it must be, OK
I guess I'll go on home, it's late
There'll be tomorrow night, but wait
What do I see?

Is she walking back to me?
Yeah, she's walking back to me
Oh, oh, pretty woman
"
64,Madonna,Like a Virgin,Pop,http://azlyrics.com/lyrics/madonna/likeavirgin.html,"

I made it through the wilderness
Somehow I made it through
Didn't know how lost I was until I found you
I was beat, incomplete, I'd been had
I was sad and blue, but you made me feel
Yeah, you made me feel shiny and new

Like a virgin
Touched for the very first time
Like a virgin
When your heart beats next to mine

Gonna give you all my love, boy
My fear is fading fast
Been saving it all for you, 'cause only love can last
You're so fine and you're mine
Make me strong, yeah, you make me bold
Oh, your love thawed out
Yeah, your love thawed out what was scared and cold

Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

You're so fine and you're mine
I'll be yours 'til the end of time
'Cause you made me feel
Yeah, you made me feel I've nothing to hide

Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

Like a virgin
Like a virgin
Feels so good inside
When you hold me, and your heart beats, and you love me

Ooh, baby yeah
Can't you hear my heart beat for the very first time?
"
65,Madonna,Into the Groove,Pop,http://azlyrics.com/lyrics/madonna/intothegroove.html,"

And you can dance
For inspiration
Come on
I'm waiting

Get into the groove
Boy you've got to prove
Your love to me, yeah
Get up on your feet, yeah
Step to the beat
Boy what will it be

Music can be such a revelation
Dancing around you feel the sweet sensation
We might be lovers if the rhythms right
I hope this feeling never ends tonight

Only when I'm dancing can I feel this free
At night I lock the doors, where no one else can see
I'm tired of dancing here all by myself
Tonight I wanna dance with someone else

Get into the groove
Boy you've got to prove
Your love to me, yeah
Get up on your feet, yeah
Step to the beat
Boy what will it be

Gonna get to know you in a special way
This doesn't happen to me every day
Don't try to hide it love wears no disguise
I see the fire burning in your eyes

Only when I'm dancing can I feel this free
At night I lock the doors, where no one else can see
I'm tired of dancing here all by myself
Tonight I wanna dance with someone else

Get into the groove
Boy you've got to prove
Your love to me, yeah
Get up on your feet, yeah
Step to the beat
Boy what will it be

Live out your fantasy here with me
Just let the music set you free
Touch my body, and move in time
Now I know you're mine

You've got to

Get into the groove
Boy you've got to prove
Your love to me, yeah
Get up on your feet, yeah
Step to the beat
Boy what will it be

Only when I'm dancing can I feel this free
At night I lock the doors, where no one else can see
I'm tired of dancing here all by myself
Tonight I wanna dance with someone else

Live out your fantasy here with me
Just let the music set you free
Touch my body, and move in time
Now I know you're mine

Now I know you're mine, now I know you're mine
Now I know you're mine, now I know you're mine
You've got to

Get into the groove
Boy you've got to prove
Your love to me, yeah
Get up on your feet, yeah
Step to the beat
Boy what will it be
[Repeat and fade]
"
