Track name,Artist name,Album,Playlist name,Type,ISRC
"Easy","Commodores","Commodores","R&B","Playlist","USMO17700543"
"Mr. Big Stuff","Jean Knight","Mr. Big Stuff (Remastered)","R&B","Playlist","USFI87100077"
"Rhythm Nation","Janet Jackson","Rhythm Nation 1814","R&B","Playlist","USAM10110358"
"Right Place Wrong Time","Dr. John","In The Right Place","R&B","Playlist","USAT20001805"
"Poison","Bell Biv DeVoe","Gold","R&B","Playlist","USMC19031167"
"The Sweetest Taboo","Sade","Promise","R&B","Playlist","GBBBM8500030"
"Ain't Got No Home","Clarence ""Frogman"" Henry","I Ain't Got No Home","R&B","Playlist","USA561258338"
"I Heard It Through the Grapevine - Single Version","Gladys Knight & The Pips","The Best of Gladys Knight & The Pips: Love Finds Its Own Way","R&B","Playlist","USMO16700487"
"La-La Means I Love You","The Delfonics","La-La Means I Love You","R&B","Playlist","USAR19700277"
"Black or White","Michael Jackson","Dangerous","R&B","Playlist","USSM19000733"
"Brown Sugar","D'Angelo","Brown Sugar","R&B","Playlist","USEM39500079"
"Who's Making Love","Johnnie Taylor","Who's Making Love... (Remastered)","R&B","Playlist","USFI86800093"
"Creep","TLC","Crazysexycool","R&B","Playlist","USLF29400135"
"Untitled (How Does It Feel)","D'Angelo","Voodoo","R&B","Playlist","USVI29900212"
"Hot Pants (She Got To Use What She Got To Get What She Wants)","James Brown","James Brown Vol 2. - Universal Masters","R&B","Playlist","USF068600150"
"Whatcha See Is Whatcha Get","The Dramatics","The Very Best Of The Dramatics","R&B","Playlist","USFI80700432"
"Get a Job","The Silhouettes","Get a Job","R&B","Playlist","USPB81010873"
"For the Love of Money","The O'Jays","Discover The O'Jays","R&B","Playlist","USSM19914224"
"Car Wash - Single Version","Rose Royce","Music For Seventies","R&B","Playlist","USMC17605519"
"Can I Get A Witness","Marvin Gaye","The Best Of Marvin Gaye","R&B","Playlist","USMO16382606"
"Upside Down","Diana Ross","Diana","R&B","Playlist","USMO18000379"
"Motivation","Normani","Motivation","R&B","Playlist","USRC11901655"
"Pledging My Love","Johnny Ace","100 Blues Brother Soul Sister Hits","R&B","Playlist","DEZ651106908"
"Night Train","James Brown","James Brown Presents His Band","R&B","Playlist","USV291319224"
"Stay In My Corner","The Dells","The Dells - The Extended Play Collection","R&B","Playlist","USQY51138286"
"The Love I Lost","Harold Melvin & The Blue Notes","Black And Blue","R&B","Playlist","USSM19918767"
"Best to You","Blood Orange","Freetown Sound","R&B","Playlist","GBCEL1600102"
"Open","Rhye","Woman","R&B","Playlist","GBUM71205660"
"Time Is On My Side - Mono Version 1 / Organ Intro","The Rolling Stones","12 X 5 (Remastered)","R&B","Playlist","USA176410160"
"Cold War","Janelle Monáe","The ArchAndroid","R&B","Playlist","USBB41000002"
"Fantasy","Mariah Carey","Daydream","R&B","Playlist","USSM19501031"
"Rock Steady","Aretha Franklin","Young, Gifted and Black","R&B","Playlist","USAT20801196"
"When I Think Of You","Janet Jackson","The Best (International Bonus Track Version)","R&B","Playlist","USAM18600848"
"House Of Balloons / Glass Table Girls","The Weeknd","Trilogy","R&B","Playlist","USUM71212069"
"Bootylicious","Destiny's Child","Survivor","R&B","Playlist","USSM10102677"
"Back Door Man","Howlin' Wolf","The Howlin' Wolf Anthology (2CD Set)","R&B","Playlist","USMC16047765"
"(Don't Worry) If There Is a Hell Below, We're All Going to Go","Curtis Mayfield","Curtis (Expanded Edition)","R&B","Playlist","USRH10401526"
"Chain Gang","Sam Cooke","Swing Low","R&B","Playlist","USRC10501179"
"How Can You Mend a Broken Heart","Al Green","Let's Stay Together","R&B","Playlist","US2HK0913707"
"Iko Iko","The Dixie Cups","Chapel of Love","R&B","Playlist","USSE60014094"
"BTSTU - Edit","Jai Paul","BTSTU (Edit)","R&B","Playlist","GBBKS1100048"
"Ain't No Other Man","Christina Aguilera","Back To Basics","R&B","Playlist","USRC10600321"
"Here","Alessia Cara","Know-It-All","R&B","Playlist","USUM71506251"
"Jim Dandy","LaVern Baker","Rhino Hi-Five: LaVern Baker","R&B","Playlist","USAT20181076"
"Don't Touch My Hair (feat. Sampha)","Solange","A Seat at the Table","R&B","Playlist","USSM11607812"
"Searchin'","The Coasters","The Coasters","R&B","Playlist","USAT20102487"
"Land of 1000 Dances","Wilson Pickett","The Exciting Wilson Pickett","R&B","Playlist","USAT29902208"
"Ain't Nothin' Goin' On But The Rent","Gwen Guthrie","Dance #1's","R&B","Playlist","USF068625830"
"I'm Still In Love With You","Al Green","I'm Still in Love With You","R&B","Playlist","GBAFR7210005"
"Wishin' And Hopin' - Stereo Version","Dusty Springfield","A Girl Called Dusty","R&B","Playlist","GBF086400349"
"Little Darlin'","The Diamonds","The Music from American Graffiti","R&B","Playlist","GBGQH0407139"
"Summertime - Long Version","Billy Stewart","Chess Pieces: The Very Best Of Chess Records","R&B","Playlist","USMC16619959"
"Pop Life","Prince","Around the World in a Day","R&B","Playlist","USWB19902879"
"Respect","Otis Redding","The Very Best of Otis Redding","R&B","Playlist","USAT29901716"
"Walking the Dog","Rufus Thomas","Walking The Dog","R&B","Playlist","USAT20001014"
"Keep On Truckin' - Pt. 1 / Single Version","Eddie Kendricks","True Funk [3 CD Set]","R&B","Playlist","USMO17300451"
"It Ain't Over 'Til It's Over","Lenny Kravitz","Mama Said","R&B","Playlist","USVI29100003"
"Reunited","Peaches & Herb","2 Hot!","R&B","Playlist","USF067825010"
"Please Send Me Someone To Love - Single Version","Percy Mayfield","Specialty Profiles: Percy Mayfield","R&B","Playlist","USSPI5000017"
"Sea Cruise","Frankie Ford","Pop & Oldies One Hit Wonders","R&B","Playlist","USESK1600827"
"Psychedelic Shack","The Temptations","Psychedelic Shack & All Directions","R&B","Playlist","USMO17000527"
"PIENSO EN TU MIRÁ - Cap.3: Celos","ROSALÍA","El Mal Querer","R&B","Playlist","ES5021800323"
"Goin' Out Of My Head","Little Anthony & The Imperials","The Best Of Little Anthony & The Imperials","R&B","Playlist","USEM38900257"
"Think (About It)","Lyn Collins","James Brown's Funky People","R&B","Playlist","USPR37280067"
"April in Paris","Count Basie","April in Paris (Bonus Track Version)","R&B","Playlist","USA371478399"
"All The Stars (with SZA)","Kendrick Lamar","Black Panther The Album Music From And Inspired By","R&B","Playlist","USUM71713947"
"Wildfire","SBTRKT","SBTRKT","R&B","Playlist","GBBKS1100054"
"Anyone Who Had a Heart","Dionne Warwick","Anyone Who Had a Heart","R&B","Playlist","USWSP0000010"
"Tyrone - Extended Version","Erykah Badu","Erykah Badu","R&B","Playlist","USUR19700443"
"Wild Night - 2007 Re-mastered","Van Morrison","Still On Top - The Greatest Hits","R&B","Playlist","GBCQT0700268"
"Stay With Me","Sam Smith","In The Lonely Hour (Deluxe Edition)","R&B","Playlist","GBUM71308833"
"Come Down","Anderson .Paak","Malibu","R&B","Playlist","USUYG1088425"
"Little Star","The Elegants","Born To Late","R&B","Playlist","GBELT0809042"
"Running","Jessie Ware","Devotion (Deluxe Version)","R&B","Playlist","GBUM71200330"
"Show You The Way","Thundercat","Show You The Way - Single","R&B","Playlist","US25X1090338"
"Tell Me Something Good","Rufus & Chaka Khan","Rags To Rufus","R&B","Playlist","USMC17448846"
"At My Front Door (Crazy Little Mama)","The El Dorados","Best Of Doo Wop","R&B","Playlist","USA560744494"
"Take Your Time (Do It Right)","The S.O.S Band","S.O.S. (Tabu Reborn Expanded Edition)","R&B","Playlist","USTS90200031"
"Chicken Shack Boogie - Rerecorded","Amos Milburn","The Very Best of Amos Milburn","R&B","Playlist","USB4T1104066"
"Gypsy Woman - Single Version","The Impressions","The Greatest Hits","R&B","Playlist","USMC16148259"
"Get Ready","The Temptations","Gettin' Ready","R&B","Playlist","USMO16690004"
"Papa-Oom-Mow-Mow (Rerecorded)","The Rivingtons","Papa-Oom-Mow-Mow / The Bird's The Word","R&B","Playlist","USDEI7604358"
"Stoned Soul Picnic","Laura Nyro","Eli And The Thirteenth Confession","R&B","Playlist","USSM16801636"
"T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees)","MFSB","Love Is The Message","R&B","Playlist","USSM19922857"
"This Magic Moment - Single Version; 2003 Remaster","The Drifters","Definitive Soul: The Drifters","R&B","Playlist","USAT20302314"
"Do You Want To Dance","Bobby Freeman","The Greatest R&B Hits Of 1958","R&B","Playlist","GBSUW0727244"
"Sinnerman - Live In New York/1965","Nina Simone","Pastel Blues (Originals)","R&B","Playlist","USPR36500095"
"Kiss and Say Goodbye","The Manhattans","The Manhattans (Expanded Version)","R&B","Playlist","USSM17500583"
"Long Hot Summer - Extended/ Full/ 12 Inch Version","The Style Council","Introducing The Style Council","R&B","Playlist","GBF068300280"
"Need Your Love So Bad","Little Willie John","Fever","R&B","Playlist","GBQRF0807429"
"In My Feelings","Drake","Scorpion","R&B","Playlist","USCM51800206"
"When Will I See You Again","The Three Degrees","The Three Degrees","R&B","Playlist","USSM10202941"
"We Belong Together","Mariah Carey","We Belong Together (Int'l ECD Maxi)","R&B","Playlist","USIR20500195"
"Busy Earnin'","Jungle","Jungle","R&B","Playlist","GBBKS1400112"
"Keep On Running - Mono Version","The Spencer Davis Group","Keep On Running","R&B","Playlist","GBAAN6500004"
"ghostin","Ariana Grande","thank u, next","R&B","Playlist","USUM71900406"
"Use Me - Single Version","Bill Withers","Still Bill","R&B","Playlist","USSM10000367"
"You Better Move On","Arthur Alexander","You Better Move On: The Very Best of Arthur Alexander","R&B","Playlist","GBELT1219128"
"Tears on My Pillow","Little Anthony","Tears on My Pillow","R&B","Playlist","SEWDL6017493"
"It's A Shame","The Spinners","Motown 50","R&B","Playlist","USMO17082642"
"The Love You Save","The Jackson 5","The Very Best Of Michael Jackson With The Jackson 5","R&B","Playlist","USMO17082629"
"Erotic City","Prince","The Hits / The B-Sides","R&B","Playlist","USWB18400004"
"Never Ever","All Saints","All Saints","R&B","Playlist","GBAAP9700206"
"Holding Back the Years - 2008 Remaster","Simply Red","Picture Book (Expanded Version)","R&B","Playlist","GBCRL0800119"
"As","Stevie Wonder","Songs In The Key Of Life (Reissue)","R&B","Playlist","USUMG9900468"
"That's The Way Love Goes","Janet Jackson","Janet","R&B","Playlist","GBAAA9300170"
"Ain't No Mountain High Enough - Single Version","Diana Ross","Diana Ross (Expanded Edition)","R&B","Playlist","USMO10000772"
"Walk On By - Single Version","Isaac Hayes","The Very Best Of Isaac Hayes","R&B","Playlist","USFI80700304"
"Sexy M.F.","Prince","[Love Symbol]","R&B","Playlist","USWB19900587"
"Lovely Day","Bill Withers","Menagerie","R&B","Playlist","USSM10207844"
"Daddys Home","Shep And The Limelites","Oldies But Goodies","R&B","Playlist","USA2P1150506"
"I'm A Man - Remastered 2010","The Spencer Davis Group","Revolutions: The Very Best Of Steve Winwood (UK/ROW Version)","R&B","Playlist","GBUM71002675"
"Cream","Prince","Diamonds and Pearls","R&B","Playlist","USWB19900286"
"Testify","Parliament","Up For The Down Stroke","R&B","Playlist","USIR20300110"
"My True Story","The Jive Five","Golden Oldies","R&B","Playlist","USGZ20600852"
"My Prayer","The Platters","The Platters Greatest Hits","R&B","Playlist","USA560660146"
"Give Me Just A Little More Time","Chairmen Of The Board","Soul Agenda","R&B","Playlist","GBBLG6900004"
"I'm Stone in Love With You","The Stylistics","Round 2","R&B","Playlist","US37B0500124"
"Prisoner of Love","James Brown","Prisoner of Love","R&B","Playlist","QMBZ91440214"
"Be Thankful for What You Got (Pt. 1 & Pt. 2)","William DeVaughn","Be Thankful for What You Got","R&B","Playlist","GBAJE7400127"
"I Want Your Sex - Pts. 1 & 2 Remastered","George Michael","Faith","R&B","Playlist","GBARL1000857"
"Don't Play That Song","Aretha Franklin","Spirit in the Dark","R&B","Playlist","USAT20801259"
"Hello Stranger","Barbara Lewis","K-tel Classics","R&B","Playlist","USDEI6304288"
"bury a friend","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","R&B","Playlist","USUM71900770"
"(If Loving You Is Wrong) I Don't Want to Be Right","Luther Ingram","(If Loving You Is Wrong) I Don't Want to Be Right","R&B","Playlist","USN260810056"
"Return of the Mack","Mark Morrison","Return of the Mack","R&B","Playlist","GBAHT0200668"
"Christmas (Baby Please Come Home)","Darlene Love","A Christmas Gift For You From Phil Spector","R&B","Playlist","USSM10905172"
"Tainted Love","Martha Reeves","Songs Before Other Acts Made Them Famous","R&B","Playlist","USA561011764"
"The Fall","Rhye","Woman","R&B","Playlist","GBUM71205639"
"Yellow Moon","The Neville Brothers","Yellow Moon","R&B","Playlist","USAM18990002"
"O-o-h Child","The Five Stairsteps","The First Family of Soul: The Best of The Five Stairsteps","R&B","Playlist","USBR10100127"
"Betcha By Golly, Wow","The Stylistics","The Stylistics - The Original Debut Album","R&B","Playlist","USAR49970002"
"If You Want Me to Stay","Sly & The Family Stone","Fresh","R&B","Playlist","USSM10011921"
"Turn On Your Love Light - Single Version / Stereo","Bobby ""Blue"" Bland","The Best of Bobby 'Blue' Bland","R&B","Playlist","USMC16119952"
"Happy - From ""Despicable Me 2""","Pharrell Williams","G I R L","R&B","Playlist","USQ4E1300686"
"Express Yourself - Remastered Version","Charles Wright & The Watts 103rd Street Rhythm Band","Express Yourself (Remastered & Expanded)","R&B","Playlist","USWB10704285"
"Best I Ever Had","Drake","So Far Gone","R&B","Playlist","USCM50900244"
"Standing In The Shadows Of Love","Four Tops","Reach Out","R&B","Playlist","USMO10119991"
"Needed Me","Rihanna","ANTI","R&B","Playlist","QM5FT1600118"
"(I Know) I'm Losing You","The Temptations","With A Lot O' Soul","R&B","Playlist","USMO16600243"
"The Charade","D'Angelo","Black Messiah","R&B","Playlist","USRC11403097"
"Stranded In The Jungle","The Cadets","Frank Zappa's Jukebox: Songs That Inspired The Man","R&B","Playlist","USA370977462"
"Bring The Boys Home","Freda Payne","Deeper And Deeper (The Best Of Freda Payne)","R&B","Playlist","GBBLG7100065"
"Like I Love You","Justin Timberlake","Justified","R&B","Playlist","USJI10200248"
"Ain't No Way","Aretha Franklin","Lady Soul (With Bonus Selections)","R&B","Playlist","USAT20801223"
"Mr. Pitiful","Otis Redding","The Very Best of Otis Redding","R&B","Playlist","USAT29902089"
"The Stroll","The Diamonds","The Diamonds Singles File","R&B","Playlist","QM6N21547751"
"The Most Beautiful Girl in the World","Prince","Not Available on Spotify","R&B","Playlist",""
"Surfer Girl - Remastered 2001","The Beach Boys","Surfer Girl (Remastered)","R&B","Playlist","USCA20001588"
"Jesus to a Child","George Michael","Older","R&B","Playlist","GBDFN9600001"
"When Something Is Wrong With My Baby","Sam & Dave","Dead Presidents Volume II / Music From The Motion Picture","R&B","Playlist","USAT29901244"
"Everybody Is a Star - Single Version","Sly & The Family Stone","Greatest Hits","R&B","Playlist","USSM19901647"
"Funky Drummer","James Brown","Funky President...The Very Best Of James Brown Volume 2","R&B","Playlist","USF068600080"
"The Wallflower","Etta James","Miss Etta James: The Complete Modern and Kent Recordings","R&B","Playlist","GBBHN9800301"
"It Will Stand - 2002 Remaster","The Showmen","Finger Poppin' And Stompin' Feet: 20 Classic Allen Toussaint Productions For Minit Records 1960-1962 (Remastered)","R&B","Playlist","USEM30200032"
"Signed, Sealed, Delivered (I'm Yours)","Stevie Wonder","Number Ones","R&B","Playlist","USMO17082643"
"Jenny Take a Ride","Mitch Ryder and The Detroit Wheels","Rev Up Best Of Mitch Ryder & Detroit Wheels","R&B","Playlist","GBAYE6500061"
"Oh (feat. Ludacris)","Ciara","Goodies","R&B","Playlist","USLF20400123"
"I Only Want To Be With You - Mono","Dusty Springfield","The Silver Collection","R&B","Playlist","GBF086300133"
"In My View","Young Fathers","Cocoa Sugar","R&B","Playlist","GBCFB1700586"
"Partition","Beyoncé","BEYONCÉ [Platinum Edition]","R&B","Playlist","USSM11307803"
"Coming Home","Leon Bridges","Coming Home","R&B","Playlist","USQX91500057"
"Time Has Come Today","The Chambers Brothers","The Time Has Come","R&B","Playlist","USSM19917188"
"Ooh Poo Pah Doo (Pt. 1) - 2002 Remaster","Jessie Hill","Finger Poppin' And Stompin' Feet: 20 Classic Allen Toussaint Productions For Minit Records 1960-1962 (Remastered)","R&B","Playlist","USEM30200067"
"I Believe I Can Fly","R. Kelly","The R. In R&B Collection: Volume 1","R&B","Playlist","USJI19610437"
"The Ghetto","Donny Hathaway","Everything Is Everything","R&B","Playlist","USEE10412510"
"Anyway, Anyhow, Anywhere","The Who","Meaty, Beaty, Big And Bouncy","R&B","Playlist","GBF068890002"
"You're The First, The Last, My Everything","Barry White","Barry White - The Collection","R&B","Playlist","USPR37400014"
"A Fool In Love","Ike & Tina Turner","Proud Mary: The Best Of Ike & Tina Turner","R&B","Playlist","USEM37300030"
"Delta Lady","Joe Cocker","Joe Cocker!","R&B","Playlist","USAM16900386"
"Ain't That Peculiar","Marvin Gaye","Moods Of Marvin Gaye","R&B","Playlist","USMO19985051"
"Take Care","Drake","Take Care (Deluxe)","R&B","Playlist","USCM51100547"
"Keep A Knockin","Little Richard","The Essential Little Richard (Remastered)","R&B","Playlist","USSPI5700012"
"Hold What You've Got","Joe Tex","The Very Best of, Volume 1","R&B","Playlist","USATV0500392"
"Can't Get Enough Of Your Love, Babe","Barry White","Can't Get Enough","R&B","Playlist","USPR37407059"
"Another Saturday Night","Sam Cooke","Ain't That Good News (Remastered)","R&B","Playlist","USA176320170"
"Slippin' And Slidin' (Peepin' And Hidin')","Little Richard","The Essential Little Richard (Remastered)","R&B","Playlist","USSPI5600008"
"C.C. Rider","Chuck Willis","I Remember Chuck Willis (US Internet Release)","R&B","Playlist","USAT20102494"
"Astounded","Bran Van 3000","Discosis","R&B","Playlist","CAA500883301"
"Ain't No Love In The Heart Of The City","Bobby ""Blue"" Bland","The Anthology","R&B","Playlist","USMC17449307"
"Twistin' the Night Away","Sam Cooke","The Man Who Invented Soul","R&B","Playlist","USRC16107214"
"Rag Doll","Frankie Valli & The Four Seasons","The Very Best of Frankie Valli & The 4 Seasons","R&B","Playlist","USRH10175205"
"Patches","Clarence Carter","Patches","R&B","Playlist","USAT20003371"
"SpottieOttieDopaliscious","Outkast","Aquemini","R&B","Playlist","USLF29800327"
"Annie I'm Not Your Daddy","Kid Creole And The Coconuts","The Best of Kid Creole 100 % Juicy (18 Hits)","R&B","Playlist","FR6V80871885"
"Peppermint Twist, Pt. 1","Joey Dee & The Starliters","Doin' the Twist At the Peppermint Lounge","R&B","Playlist","FR6V81724526"
"Strawberry Letter 23","The Brothers Johnson","Right On Time","R&B","Playlist","USAM17700852"
"Why Can't We Be Friends?","War","Rollin' to the 70's","R&B","Playlist","USV351357577"
"Dedicated to the One I Love (Rerecorded)","The Shirelles","The Shirelles - Their Very Best (Rerecorded Version)","R&B","Playlist","USDEI8302629"
"Bristol Stomp","The Dovells","Cameo Parkway - The Best Of The Dovells (Original Hit Recordings) [International Version]","R&B","Playlist","USA176140330"
"Baby, Please Don't Go (feat. Van Morrison)","Them","Complete Them (1964-1967) (feat. Van Morrison)","R&B","Playlist","USQX91501701"
"Domino - 1999 Remaster","Van Morrison","His Band and the Street Choir","R&B","Playlist","USWB19903213"
"Between the Sheets","The Isley Brothers","Between The Sheets","R&B","Playlist","USSM19915051"
"Wasted Days And Wasted Nights","Freddy Fender","Before The Next Teardrop Falls","R&B","Playlist","USMC17545819"
"Bad Luck","Harold Melvin & The Blue Notes","To Be True","R&B","Playlist","USPH37500001"
"Jungle Boogie","Kool & The Gang","Wild And Peaceful","R&B","Playlist","USPR37308011"
"Having A Party","Sam Cooke","Portrait of a Legend (Remastered)","R&B","Playlist","USRC16208390"
"Gone Till November (feat. The New York Philharmonic Orchestra)","Wyclef Jean","Wyclef Jean presents The Carnival featuring Refugee Allstars (feat. Refugee All Stars)","R&B","Playlist","USSM19700807"
"Fight the Power, Pts. 1 & 2 - Part 1","The Isley Brothers","The Ultimate Isley Brothers","R&B","Playlist","USSM10014130"
"That's the Way of the World","Earth, Wind & Fire","That's The Way Of The World","R&B","Playlist","USSM17400502"
"Remember the Time","Michael Jackson","Dangerous","R&B","Playlist","USSM10020715"
"The Light","Common","Like Water For Chocolate","R&B","Playlist","USMC10000123"
"Gett Off","Prince","The Very Best of Prince","R&B","Playlist","USWB19900677"
"This Is How We Do It","Montell Jordan","This Is How We Do It","R&B","Playlist","USRL19500006"
"Problem","Ariana Grande","My Everything (Deluxe)","R&B","Playlist","USUM71405403"
"It's All Right","The Impressions","It's All Right","R&B","Playlist","FR6V81687795"
"Can I Change My Mind","Tyrone Davis","The Ultimate Tyrone Davis","R&B","Playlist","USBWC0510011"
"Drowning In The Sea Of Love","Joe Simon","Drowning In The Sea Of Love","R&B","Playlist","GBBHN9200064"
"A Sunday Kind of Love","The Harptones","Doo Wop Intimate Dance Jukebox Hits Vol 2","R&B","Playlist","USESK0605951"
"Hallelujah, I Love Her So","Ray Charles","Ray Charles (aka: Hallelujah, I Love Her So)","R&B","Playlist","USAT29902169"
"Caught Up in the Rapture","Anita Baker","Rapture","R&B","Playlist","USAT20104369"
"Oops (Oh My) [feat. Missy Elliott]","Tweet","Southern Hummingbird","R&B","Playlist","USEE10140449"
"Dedicated To The One I Love","The ""5"" Royales","Bob Dylan's Theme Time Radio Hour: The Best Of The Second Series","R&B","Playlist","USA370977359"
"Being with You","Smokey Robinson","Original Players of Love","R&B","Playlist","USI4R1224166"
"Fantasy","Earth, Wind & Fire","All 'N All","R&B","Playlist","USSM17700629"
"Nothing but a Heartache","The Flirtations","Girls","R&B","Playlist","uscgh1598047"
"Dance Apocalyptic","Janelle Monáe","The Electric Lady","R&B","Playlist","USBB41300016"
"Time Is Tight","Booker T. & the M.G.'s","Uptight - Soundtrack From the Motion Picture (Remastered)","R&B","Playlist","USFI86800027"
"It's Too Late","Chuck Willis","The King Of The Stroll","R&B","Playlist","USAT20102493"
"We the People Who Are Darker Than Blue","Curtis Mayfield","Curtis (Expanded Edition)","R&B","Playlist","USRH10450689"
"Here Comes The Night","Them","Still On Top - The Greatest Hits","R&B","Playlist","GBF076520520"
"Drew Barrymore","SZA","Ctrl","R&B","Playlist","TCACW1767742"
"The Lion Sleeps Tonight (Wimoweh)","The Tokens","The Lion Sleeps Tonight","R&B","Playlist","USRC16100933"
"You're Not Good Enough","Blood Orange","Cupid Deluxe","R&B","Playlist","GBCEL1300468"
"Boogie On Reggae Woman","Stevie Wonder","Fulfillingness' First Finale (Reissue)","R&B","Playlist","USMO17484465"
"Show Me","Joe Tex","Atlantic Gold: 100 Soul Classics (INTERNATIONAL)","R&B","Playlist","USRHD0610072"
"Water No Get Enemy","Fela Kuti","Expensive Shit","R&B","Playlist","USME30902236"
"Cool Jerk","The Capitols","Dance The Cool Jerk","R&B","Playlist","USEE10301689"
"I Wish It Would Rain - Single Version","The Temptations","Gold","R&B","Playlist","USMO10200249"
"Never Can Say Goodbye","The Jackson 5","The Very Best Of Michael Jackson With The Jackson 5","R&B","Playlist","USMO17182631"
"Pink + White","Frank Ocean","Blonde","R&B","Playlist","QZ5C81600003"
"Grandma's Hands","Bill Withers","Just As I Am","R&B","Playlist","USSM10000373"
"The Hills","The Weeknd","Beauty Behind The Madness","R&B","Playlist","USUG11500737"
"Don't Leave Me This Way (feat. Teddy Pendergrass)","Harold Melvin & The Blue Notes","Wake Up Everybody","R&B","Playlist","USSM10020630"
"He Will Break Your Heart","Jerry Butler","Aware Of Love","R&B","Playlist","USA560719533"
"My Baby Don't Understand Me","Natalie Prass","Natalie Prass","R&B","Playlist","USSM11410668"
"Yamaha","The-Dream","Love King","R&B","Playlist","USUM71012439"
"Don't Let Me Be Misunderstood","Nina Simone","Broadway - Blues - Ballads","R&B","Playlist","USPR36400091"
"Charcoal Baby","Blood Orange","Negro Swan","R&B","Playlist","GBCEL1800202"
"Don't You Just Know It?","Huey ""Piano"" Smith","High Blood Pressure / Don't You Just Know It? (Digital 45)","R&B","Playlist","USGZ20931072"
"Boo'd Up","Ella Mai","READY","R&B","Playlist","USUM71700987"
"Vision of Love","Mariah Carey","Mariah Carey","R&B","Playlist","USSM19000412"
"Say Man - Single Version","Bo Diddley","Rock N' Roll Legends (International Version)","R&B","Playlist","USMC15847021"
"Ben","Michael Jackson","Ben","R&B","Playlist","USMO17282631"
"One Mint Julep","The Clovers","Surf Lounge - 100 Classic Surf Songs","R&B","Playlist","GB8XC1043009"
"Hello","Erykah Badu","But You Caint Use My Phone (Mixtape)","R&B","Playlist","USUM71518280"
"Bad Religion","Frank Ocean","channel ORANGE (Explicit Version)","R&B","Playlist","USUM71207189"
"Blood on Me","Sampha","Process","R&B","Playlist","UK7MC1600028"
"Blurred Lines","Robin Thicke","Blurred Lines (Deluxe)","R&B","Playlist","USUM71307668"
"Wood Beez","Scritti Politti","Cupid & Psyche 85","R&B","Playlist","GBAAA8500049"
"Summer Madness","Kool & The Gang","Light Of Worlds","R&B","Playlist","USPR37404007"
"XO","Beyoncé","BEYONCÉ [Platinum Edition]","R&B","Playlist","USSM11307807"
"What You Won't Do For Love","Bobby Caldwell","What You Won't Do For Love","R&B","Playlist","USA370532331"
"I Like It Like That","Chris Kenner","Full Metal Jacket (Original Motion Picture Soundtrack)","R&B","Playlist","USWB10102871"
"Body Party","Ciara","Ciara","R&B","Playlist","USSM11301017"
"Get Down Tonight - 2004 Remaster","KC & The Sunshine Band","KC & the Sunshine Band","R&B","Playlist","GBAYE0400453"
"You Sexy Thing","Hot Chocolate","Hot Chocolate","R&B","Playlist","GBAYE0900553"
"I'm Your Puppet","James & Bobby Purify","Shake A Tail Feather! The Best Of James And Bobby Purify","R&B","Playlist","USAR17200015"
"Mardi Gras In New Orleans","Professor Longhair","Hurricane Relief: Come Together Now","R&B","Playlist","USAT20001152"
"Tough Love","Jessie Ware","Tough Love (Deluxe)","R&B","Playlist","GBUM71402575"
"Proud Mary","Ike & Tina Turner","Proud Mary: The Best Of Ike & Tina Turner","R&B","Playlist","USCA27000122"
"If","Janet Jackson","Janet","R&B","Playlist","GBAAA9300172"
"There's a Moon Out Tonight","The Capris","Morse Code Of Love","R&B","Playlist","QMWN31100348"
"7-Rooms Of Gloom - Single Version (Mono)","Four Tops","The Ultimate Collection: Four Tops","R&B","Playlist","USMO16700447"
"U Got the Look","Prince","Sign ""O"" the Times","R&B","Playlist","USWB10101491"
"Little Girl Blue","Janis Joplin","I Got Dem Ol' Kozmic Blues Again Mama!","R&B","Playlist","USSM16900952"
"Secret","Madonna","Bedtime Stories","R&B","Playlist","USWB19400263"
"Juicy Fruit","Mtume","Juicy Fruit","R&B","Playlist","USSM18300593"
"Land of 1000 Dances (Naa, Na, Na, Na, Naa) - Edited Radio Version","Cannibal & The Headhunters","Land of 1000 Dances","R&B","Playlist","QMWL71200080"
"End Of The Road","Boyz II Men","Cooleyhighharmony (Expanded Edition)","R&B","Playlist","USMO19200465"
"Can't Take My Eyes off You","Frankie Valli","The Very Best of Frankie Valli & The 4 Seasons","R&B","Playlist","USRH10175215"
"Ain't Nothing Like The Real Thing","Marvin Gaye","Motown 50","R&B","Playlist","USMO19582694"
"The Right Time - 2005 Remaster","Ray Charles","Definitive Soul: Ray Charles","R&B","Playlist","USAT20504539"
"Q.U.E.E.N. (feat. Erykah Badu)","Janelle Monáe","The Electric Lady","R&B","Playlist","USBB41300014"
"Saving All My Love for You","Whitney Houston","Whitney Houston","R&B","Playlist","USAR18500021"
"Tell Mama","Etta James","Tell Mama The Complete Muscle Shoals Sessions (Remastered Reissue)","R&B","Playlist","USMC16746347"
"I Thank You - LP / Single Version","Sam & Dave","Atlantic Top 60: Sweat-Soaked Soul Classics","R&B","Playlist","USAT20004013"
"The Pleasure Principle","Janet Jackson","Control","R&B","Playlist","USAM19500850"
"You're All I Need To Get By","Marvin Gaye","The Best Of Marvin Gaye","R&B","Playlist","USMO16800490"
