,artist,title,genre,lyrics,URL
58,The Supremes,Where Did Our Love Go,RnB,"

Baby, baby
Baby don't leave me
Ooh, please don't leave me
All by myself

I've got this burning, burning
Yearning feelin' inside me
Ooh, deep inside me
And it hurts so bad

You came into my heart
So tenderly
With a burning love
That stings like a bee

Now that I surrender
So helplessly
You now wanna leave
Ooh, you wanna leave me

Ooh, baby, baby
Where did our love go?
Ooh, don't you want me
Don't you want me no more
Ooh, baby

Baby, baby
Where did our love go
And all your promisses
Of a love forever more

I've got this burning, burning
Yearning feelin' inside me
Ooh, deep inside me
And it hurts so bad

Before you won my heart
You were a perfect guy
But now that you got me
You wanna leave me behind
(Baby, baby) ooh baby

Baby, baby don't leave me
Ooh, please don't leave me
All by myself

Ooh, baby, baby
Where did our love go?
",http://azlyrics.com/lyrics/supremes/wheredidourlovego.html
59,Jackie Wilson,(Your Love Keeps Lifting Me) Higher and Higher,RnB,,http://azlyrics.com/lyrics/jackiewilson/higherandhigher.html
60,The Spencer Davis Group,Gimme Some Lovin',RnB,"

Well my temperature's rising and my feet are on the floor
Twenty people knocking 'cos they're wanting some more
Let me in baby, I don't know what you've got
But you'd better take it easy, this place is hot

[Chorus:]
I'm so glad we made it, I'm so glad we made it
You've gotta gimme some lovin' (gimme some lovin')
Gimme some lovin' (gimme gimme some lovin'), gimme some lovin' every day

Well I feel so good, everything is sounding hot
Better take it easy 'cos the place is on fire
Been a hard day and I don't know what to do
Wait a minute baby, it could happen to you

[Chorus:]
I'm so glad we made it, I'm so glad we made it
You've gotta gimme some lovin' (gimme some lovin')
Gimme some lovin' (gimme gimme some lovin'), gimme some lovin' every day

Well I feel so good, everybody's getting high
Better take it easy 'cos the place is on fire
Been a hard day and nothing went too good
Now I'm gonna relax honey, everybody should

[Chorus:]
I'm so glad we made it, I'm so glad we made it
You've gotta gimme some lovin' (gimme some lovin')
Gimme some lovin' (gimme gimme some lovin'), gimme some lovin' every day

Gimme some lovin' (gimme some lovin') I need it
(Gimme gimme some lovin') I need it
Ooh, gimme some lovin', every day, every day
",http://azlyrics.com/lyrics/spencerdavisgroup/gimmesomelovin.html
61,The Who,I Can't Explain,RnB,"

Got a feeling inside (Can't explain)
It's a certain kind (Can't explain)
I feel hot and cold (Can't explain)
Yeah, down in my soul, yeah (Can't explain)

I said (Can't explain)
I'm feeling good now, yeah, but (Can't explain)

Dizzy in the head and I'm feeling blue
The things you've said, well, maybe they're true
I'm gettin' funny dreams again and again
I know what it means, but

Can't explain
I think it's love
Try to say it to you
When I feel blue

But I can't explain (Can't explain)
Yeah, hear what I'm saying, girl (Can't explain)

Dizzy in the head and I'm feeling bad
The things you've said have got me real mad
I'm gettin' funny dreams again and again
I know what it means but

Can't explain
I think it's love
Try to say it to you
When I feel blue

But I can't explain (Can't explain)
But give me more try now, yeah (Can't explain)

I said I can't explain, yeah (Can't explain)
You drive me out of my mind (Can't explain)
Yeah, I'm the worrying kind, babe (Can't explain)
I said I can't explain
",http://azlyrics.com/lyrics/who/icantexplain.html
62,Curtis Mayfield,Move on Up,RnB,"

Hush now child and don't you cry
Your folks might understand you by and by
So in the mean time, move on up towards your destination
Though you may find from time to time complications

Bite your lip and take a trip
Though there may be wet road ahead
And you cannot slip so what you wanna do
Just move on up for peace you will find
Into the steeple of beautiful people where there's only one kind

So hush now child and don't you cry
Your folks might understand you by and by
So what are we wanna do is move on up for a greater day
But just you gonna make it, you put your mind to it, you can surely do it

Take nothing less than the supreme best
Do not obey for most people say 'cause you can past the test
So what we have to do is move on up and keep on wishing
Remember your dream is your only scheme so keep on pushing

So hush now child and don't you cry
Your folks might understand you by and by
Move on up for a greater day but just you gonna make it
You put your mind to it, you can surely do it
Move on up, we can to move on up
Move on up, move on child I wanna move on up

We can to move on up, we can to move on up
We can to move on up, we can to move on up
We can to move on up, we can to move on up
We can to move on up, we can to move on up

We can to move on up, we can to move on up
We can to move on up, we can to move on up
We can to move on up, we can to move on up
We can to move on up, we can to move on up
",http://azlyrics.com/lyrics/curtismayfield/moveonup.html
63,Ann Peebles,I Can't Stand The Rain,RnB,"

I can't stand the rain against my window
Bringing back sweet memories

Hey windowpane, do you remember
How sweet it used to be?
When we was together
Everything was so grand
Now that we've parted
There's just one sound
That I just can't stand

I can't stand the rain against my window
Bringing back sweet memories
I can't stand the rain against my window
'Cause he's not here with me

Woah, empty pillow
Where his head used to lay
I know you've got some sweet memories
But like the window, you ain't got nothing to say

I can't stand the rain against my window
Bringing back sweet memories
I can't stand the rain against my window
It just keeps on haunting me
Hey rain, get off my window
Cause he's not here with me
",http://azlyrics.com/lyrics/annpeebles/icantstandtherain.html
64,Aretha Franklin,I Say a Little Prayer,RnB,"

The moment I wake up
Before I put on my makeup
I say a little prayer for you
While combing my hair now
And wondering what dress to wear now
I say a little prayer for you

Forever and ever, you'll stay in my heart
And I will love you
Forever and ever, we never will part
Oh, how I love you
Together, forever, that's how it must be
To live without you
Would only mean heartbreak for me

I run for the bus, dear
While riding I think of us, dear
I say a little prayer for you
At work I just take time
And all through my coffee break time
I say a little prayer for you

Forever and ever, you'll stay in my heart
And I will love you
Forever and ever we never will part
Oh, how I'll love you
Together, forever, that's how it must be
To live without you
Would only mean heartbreak for me

I say a little prayer for you
I say a little prayer for you

My darling, believe me
(Believe me)
For me there is no one but you
Please love me too
(Answer my prayer)
And I'm in love with you
(Answer my prayer)
Answer my prayer now, babe
(Answer my prayer)

Forever and ever, you'll stay in my heart
And I will love you
Forever and ever we never will part
Oh, how I'll love you
Together, forever, that's how it must be
To live without you
Would only mean heartbreak for me
",http://azlyrics.com/lyrics/arethafranklin/isayalittleprayer.html
65,Ray Charles,Georgia On My Mind,RnB,"

Georgia, Georgia
The whole day through (the whole day through)
Just an old sweet song
Keeps Georgia on my mind (Georgia on my mind)

I said Georgia, Georgia
A song of you (a song of you)
Comes as sweet and clear
As moonlight through the pines

Other arms reach out to me
Other eyes smile tenderly
Still in peaceful dreams I see
The road leads back to you

I said Georgia, oh Georgia
No peace I find (peace I find)
Just an old sweet song
Keeps Georgia on my mind (Georgia on my mind)

Other arms reach out to me
Other eyes smile tenderly
Still in peaceful dreams I see
The road leads back to you

Woah, Georgia, Georgia
No peace, no peace I find
Just an old, sweet song
Keeps Georgia on my mind (Georgia on my mind)

I said just an old sweet song
Keeps Georgia on my mind
",http://azlyrics.com/lyrics/raycharles/georgiaonmymind.html
66,Jackie Brenston & His Delta Cats,Rocket 88,RnB,,http://azlyrics.com/lyrics/jackiebrenstonhisdeltacats/rocket88.html
67,Rihanna,Work,RnB,"

Work, work, work, work, work, work
He said me haffi
Work, work, work, work, work, work!
He see me do mi
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you ah guh
Learn, learn, learn, learn, learn
Meh nuh cyar if him
Hurt, hurt, hurt, hurt, hurting

Dry! ...Me a desert him
Nuh time to have you lurking
Him ah go act like he nuh like it
You know I dealt with you the nicest
Nuh body touch me you nuh righteous
Nuh badda, text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration
You mistaken my love I brought for you for foundation
All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been!
Mm!
But I wake up and act like nothing's wrong
Just get ready fi

Work, work, work, work, work, work
He said me haffi
Work, work, work, work, work, work!
He see me do mi
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
Ner ner ner ner ner ner!
When yuh ago learn learn learn learn learn learn!
Before the tables turn turn turn turn turn turn!

Beg you something, please
Baby don't you leave
Don't leave me stuck here in the streets, uh huh
If I get another chance to
I will never, no never neglect you
I mean who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?
Please recognize I'm trying, babe!!!
I have to

Work, work, work, work, work, work
He said me haffi
Work, work, work, work, work, work!
He see me do mi
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you ah guh
Learn, learn, learn, learn, learn
Meh nuh cyar if him
Hurt, hurt, hurt, hurt, hurting

Yeah, okay
You need to get done, done, done, done at work, come over
We just need to slow the motion
Don't give that away to no one
Long distance, I need you
When I see potential I just gotta see it through
If you had a twin, I would still choose you
I don't wanna rush into it, if it's too soon
But I know you need to get done, done, done, done
If you come over
Sorry if I'm way less friendly
I got niggas tryna end me, oh
I spilled all my emotions tonight, I'm sorry
Rolling, rolling, rolling, rolling, rolling
How many more shots until you're rolling?
We just need a face to face
You could pick the time and the place
You spent some time away
Now you need to forward and give me all the

Work, work, work, work, work, work
He said me haffi
Work, work, work, work, work, work
He se me do mi
Dirt, dirt, dirt, dirt, dirt, dirt!
So me put in
Work, work, work, work, work, work
When you ah guh
Learn, learn, learn, learn, learn
Meh nuh cyar if him
Hurt, hurt, hurt, hurt, hurting

Mm, mm
Mm, mm
Work, work, work, work, work, work
Mm, mm
",http://azlyrics.com/lyrics/rihanna/work.html
68,Otis Redding,I've Been Loving You Too Long,RnB,"

I've been loving you too long to stop now

You are tired and you want to be free
My love is growing stronger, as you become a habit to me
Ohh, I've been loving you too long
I don't wanna stop now

With you my life has been so wonderful
I can't stop now
You are tired and your love is growing cold
My love is growing stronger as our affair, affair grows old
I've been loving you oh, too long
I don't want to stop now, ohh, ohh, ohh

I've been loving you a little too long
I don't wanna stop now, ohh, ohh, ohh
And don't make me stop now
Oh baby
I'm down on my knees
Please, don't make me stop now

I love you, I love you, I love you with all my heart
And I can't stop now
Please, please, please don't make me stop now
Talkin' 'bout heart and soul
That I love you
I love you
",http://azlyrics.com/lyrics/otisredding/ivebeenlovingyoutoolong.html
69,Little Richard,Long Tall Sally,RnB,"

Gonna tell Aunt Mary 'bout Uncle John
He claims he has the music
But he has a lot of fun
Oh baby
Yes baby
Wooh baby
Havin' me some fun tonight, yeah

Well, long tall Sally
She's really sweet
She got everything that Uncle John need
Oh baby
Yes baby
Wooh baby
Havin' me some fun tonight, yeah

Well, I saw Uncle John with bald head Sally
He saw Aunt Mary comin'
And he jumped back in the alley
Oh baby
Yes baby
Wooh baby
Havin' me some fun tonight, yeah

Well, long tall Sally
She's built for speed
She got everything that Uncle John need
Oh baby
Yes baby
Wooh baby
Havin' me some fun tonight, yeah

Well, I saw Uncle John with bald head Sally
He saw Aunt Mary comin'
And he jumped back in the alley
Oh baby
Yes baby
Wooh baby
Havin' me some fun tonight, yeah

We gonna have some fun tonight
Have some fun tonight, wooh
Have some fun tonight
Everything's all right
Have some fun
Have me some fun tonight
",http://azlyrics.com/lyrics/littlerichard/longtallsally.html
70,Screamin' Jay Hawkins,I Put a Spell on You,RnB,,http://azlyrics.com/lyrics/screaminjayhawkins/iputaspellonyou.html
71,Prince,1999,RnB,"

Don't worry, I won't hurt you
I only want you to have some fun

I was dreamin' when I wrote this
Forgive me if it goes astray
But when I woke up this morning
Could have sworn it was judgement day
The sky was all purple
There were people runnin' everywhere
Tryin' to run from the destruction
You know I didn't even care

'Cause they say
2000, zero-zero, party over, oops, out of time
So tonight I'm gonna party like it's 1999

I was dreamin' when I wrote this
So sue me if I go too fast
But life is just a party
And parties weren't meant to last
War is all around us
My mind says, ""Prepare to fight""
So if I gotta die
I'm gonna listen to my body tonight
Yeah

They say
2000, zero-zero, party over, oops, out of time
So tonight I'm gonna party like it's 1999
Yeah, yeah, shh

Lemme tell ya somethin'
If you didn't come to party
Don't bother knockin' on my door, oh
I got a lion in my pocket
And baby he's ready to roar, yeah, yeah
Everybody's got a bomb
We could all die any day, oh
But before I'll let that happen
I'll dance my life away
Oh

They say
2000, zero-zero, party over, oops, out of time
(We're runnin' outta time)
So tonight I'm gonna party like it's 1999
So tonight we gonna, we gonna, oh
Say it one more time
2000, zero-zero, party over, oops, out of time
No, no
Tonight I'm gonna party like it's 1999
So tonight we gonna, we gonna, woo

Alright, 1999
You say it, 1999
Ooh, 1999, oh, 1999
Don't stop, don't stop, say it one more time
2000, zero-zero, party over, oops, out of time
Yeah, yeah
Tonight I'm gonna party like it's 1999
So tonight we're gonna, we're gonna, woo

Yeah, 1999
Don'tcha wanna go? (1999)
Don'tcha wanna go? (1999)
We could all die any day (1999)
I don't wanna die
I'd rather dance my life away 1999
Listen to what I'm tryin' to say
Everybody, everybody say, ""Party""
C'mon now, you say, ""Party""
That's right, everybody say ""Party""
Can't run from the revelation, no (Party)
Sing it for your nation y'all, ""Party""
Tell me what you're singin', baby say, ""Party""
Telephone's a-ringin', mama (Party)
C'mon, c'mon, you say, ""Party""
Everybody, two times, ""Party""
Woo, work it down to the ground, say, ""Party""
Ooh, ooh, ooh, ooh (Party)
Come on, oh, take my body, baby (Party)
That's right, c'mon, sing the song (Party)
(Oh) (Party)
That's right (Party)
Got a lion in my pocket mama, say, ""Party""
Oh, and he's ready to roar (Party)
Ah

Mommy, why does everybody have a bomb?
Mommy, why does everybody have a bomb?
",http://azlyrics.com/lyrics/prince/1999.html
72,Funkadelic,One Nation Under A Groove,RnB,"

So wide you can't get around it
So low you can't get under it
(So low you can't get under it)
So high you can't get over it
(So high you can't get over it)
Da-yee do do do do do do

This is a chance
This is a chance
To dance your way
Out of your constrictions
(Tell suckah!)
Here's a chance to dance our way
Out of our constrictions
Gonna be freakin'
Up and down
Hang-up alley way
With the groove our only guide
We shall all be moved
Ready or not here we come
Gettin' down on
The one which we believe in
One nation under a groove
Gettin' down just for the funk
(Can I get it on the good foot)
Gettin' down just for the funk of it
(Good God)
(Bout time I got down one time)
One nation and we're on the move
Nothin' can stop us now
Ah ah aye aiii aiiieeeeee

Feet don't fail me now
Givin' you more of what you're funkin' for
Feet don't fail me now
Do you promise to funk?
The whole funk, nothin' but the funk

Ready or not here we come
Gettin' down on the one which we believe in
Here's my chance to dance my way
Out of my constrictions
Do do deeyodo do deeyodo do deeyodo
Do do deeyodo do deeyodo do deeyodo
(You can dance away)

Feet don't fail me now (ha ha)
Here's a chance to dance
Our way out of our constrictions
Gonna be groovin' up and down
Hang up alley way
With the groove our only guide
We shall all be moved
Feet don't fail me now (ha ha)
Givin' you more of what you're funkin' for
Feet don't fail me now

Here's my chance to dance my way
Out of my constrictions
Givin' you more of what you're funkin' for
(Feet don't fail me now)
(Feet don't fail me now)
Do you promise to funk, the whole funk,
Nothin' but the funk
One nation under a groove
Gettin' down just for the funk of it
One nation and we're on the move
Nothin' can stop us now
Nothin' can stop us now
One nation under a groove
Gettin' down just for the funk of it
One nation and we're on the move
Nothin' can stop us now
Nothin' can stop us now
One nation under a groove
Gettin' down just for the funk of it
One nation and we're on the move
Nothin' can stop us now

Do you promise to funk?
Do you promise to funk?
Hah
Do you promise to funk, the whole funk?

One nation under a groove
Gettin' down just for the funk of it
(Here's my way to dance my way out)
Gettin' down just for the funk of it
One nation
And we're on the move
Nothin' can stop us now

Do you promise to funk, the whole funk?
You can't stop us now
Givin' you more of what you're
Funkin' for
",http://azlyrics.com/lyrics/funkadelic/onenationunderagroove.html
73,Gloria Gaynor,I Will Survive,RnB,"

At first, I was afraid, I was petrified
Kept thinking I could never live without you by my side
But then I spent so many nights thinking how you did me wrong
And I grew strong, and I learned how to get along

And so you're back from outer space
I just walked in to find you here with that sad look upon your face
I should have changed that stupid lock
I should have made you leave your key
If I'd have known for just one second you'd be back to bother me

Go on now, go. Walk out the door
Just turn around now 'cause you're not welcome anymore
Weren't you the one who tried to hurt me with goodbye?
Did you think I'd crumble?
Did you think I'd lay down and die?

Oh, no, not I
I will survive
Oh, as long as I know how to love I know I'll stay alive
I've got all my life to live
I've got all my love to give
And I'll survive
I will survive, hey, hey

It took all the strength I had not to fall apart
Kept trying hard to mend the pieces of my broken heart
And I spent, oh, so many nights just feeling sorry for myself
I used to cry, but now I hold my head up high

And you see me somebody new
I'm not that chained-up little person still in love with you
And so you felt like dropping in
And just expect me to be free
And now I'm saving all my loving for someone who's loving me

Go on now, go. Walk out the door
Just turn around now 'cause you're not welcome anymore
Weren't you the one who tried to break me with goodbye?
Did you think I'd crumble?
Did you think I'd lay down and die?
Oh, no, not I
I will survive
Oh, as long as I know how to love I know I'll stay alive
I've got all my life to live
I've got all my love to give
And I'll survive
I will survive

Go on now, go. Walk out the door
Just turn around now 'cause you're not welcome anymore
Weren't you the one who tried to break me with goodbye?
Did you think I'd crumble?
Did you think I'd lay down and die?
Oh, no, not I
I will survive
Oh, as long as I know how to love I know I'll stay alive
I've got all my life to live
I've got all my love to give
And I'll survive
I will survive
I will survive
",http://azlyrics.com/lyrics/gloriagaynor/iwillsurvive.html
74,The Five Satins,In The Still Of The Nite,RnB,,http://azlyrics.com/lyrics/fivesatins/inthestillofthenite.html
75,The Drifters,There Goes My Baby,RnB,"

(Bo-bo) (doo-doot-doo-doo-doo-doo)
(There she goes) (doo-doot-doo-doo-doo-doo)
(There she goes) (doo-doot-doo-doo-doo-doo)
(Bo-bo) (doo-doot-doo-doo)
(Bo-bo) (doo-doo-doo-doo)

There goes my baby
Movin' on down the line
Wonder where, wonder where
Wonder where she is bound?

I broke her heart
And made her cry
Now I'm alone, so all alone
What can I do, what can I do?

(There goes my baby) Whoa-oh-oh-oh-oh
(There goes my baby) Yeah, yeah, yeah, yeah
(There goes my baby) Whoa-oh-oh-oh
(There she goes) Yeah! (There she goes)

I wanna know if she loved me
Did she really love me?
Was she just playing
Me for a fool?

I wonder why she left me
Why did she leave me
So all alone
So all alone

I was gonna tell her that I loved her
And that I need her
Beside my side
To be my guide

I wanna know where is my (doo-doot-doo-doo-doo-doo)
Where is my baby? (doo-doot-doo-doo-doo-doo)
I want my baby (doo-doot-doo-doo-doo-doo)
I need my baby

Yeah, whoa-oh-oh
(There goes my baby)
Whoa-oh-oh-oh-oh
(There goes my baby)
Whoa-oh-oh-oh-oh
",http://azlyrics.com/lyrics/drifters/theregoesmybaby.html
76,The Miracles,You Really Got A Hold On Me,RnB,,http://azlyrics.com/lyrics/miracles/youreallygotaholdonme.html
77,Sly & The Family Stone,Dance to the Music,RnB,,http://azlyrics.com/lyrics/slyfamilystone/dancetothemusic.html
78,Ray Charles,I've Got a Woman,RnB,"

Woah, sometime
Sometime and you know that I'm gettin' a little worried now, now
Woah, but I, I don't care, I don't care because it's oh, woah, woah
It's alright now, now, now
Yeah, it's alright
I want y'all to know that

I've got a woman over town now
That's good to me, yes, I have
I've got a woman way over town now
Good to me, I know
She give me money when I'm in need, yeah
Oh, she's a kind of a friend, indeed
I've got a woman way over town now
So good to me, yes, I have

She saves her lovin' early in the mornin'
Just for me, oh, yeah
She saves her lovin' now, early in the mornin'
Just for me, I know
She saves her lovin' just for me
Ah, she love me tenderly
Oh, I've got a woman now, way over town now
So good to me, what I say

She's there to love me
Both day and night
Never grumbles or fusses
Always treats me right
Never runnin' in the streets
And leavin' me alone
She knows a woman's place
Right there, now, in her home

I've got a woman, yeah, over town now
So good to me, oh, what I say
I've got a woman way over town now
Good to me, oh
She's my baby, don't you understand now?
Oh, yeah, I'm her lover man
I've got a woman now, way over town now
So good to me, yes, I have

She's alright, she's alright
She's alright, she's alright
She give me money when I'm in need
Yeah, she's a kind of friend, indeed
She saves her lovin' just for me
And I know she gonna love me tenderly
She's there to love me now
Both day and night
Never grumbles or fusses
Always treats me right
Never runnin' in the streets
Leavin' me alone
She knows her place
It's in her home
She's my baby, she's my baby
She's my baby
She's my baby, don't you understand?
Well, uh-huh, uh-huh, uh-huh, uh-huh
Huh, uh-huh-huh, mmm
Her lover man
Alright, alright
Alright, yeah, she's alright now
Yeah, I know she's alright
Well, oh, oh, no, no, no, no
She's alright, yeah, she's alright
Uh-huh, I've got a woman
I want you to know she's alright now
Uh, bum, bum-bum-bum, bum-bum-bum, bum-bum-bum, bum
Mmm, she's alright now, she's alright
Oh, yeah
Oh, yeah
Oh, yeah
Oh, yeah
Oh, yeah
Ooh
Well, I know, I know
Yeah, I know, yeah
That I'd be here
That I'd be here
That I'd be here
That I'd be with you
This time, I'd be here, oh
Alright now, feel alright
I feel alright
I've got a woman
I've got a woman
She make me feel alright
Early in the mornin'
Early in the midnight
Every day, every night
In my room, woah, in my bed now
She make me feel alright
Heard her say
I heard her say
Said, ""Who am I?""
Said, ""Who am I?""
I say you're my baby now
You're my baby
And you make me feel alright
Feel alright
Feel alright now
Feel alright
Feel alright
Feel alright
Feel alright
Feel alright
Hey
Yeah
Woo-hoo
",http://azlyrics.com/lyrics/raycharles/ivegotawoman.html
79,Gladys Knight & The Pips,Midnight Train to Georgia,RnB,,http://azlyrics.com/lyrics/gladysknightpips/midnighttraintogeorgia.html
80,TLC,No Scrubs,RnB,"

A scrub is a guy that thinks he's fly
And is also known as a buster
Always talkin' about what he wants
And just sits on his broke ass
So, no

I don't want your number, no.
I don't want to give you mine and, no,
I don't want to meet you nowhere, no.
I don't want none of your time and, no,

[Chorus:]
I don't want no scrub
A scrub is a guy that can't get no love from me
Hanging out the passenger side
Of his best friend's ride
Trying to holler at me
I don't want no scrub
A scrub is a guy that can't get no love from me
Hanging out the passenger side
Of his best friend's ride
Trying to holler at me

But a scrub is checkin' me
But his game is kinda weak
And I know that he cannot approach me
'Cause I'm lookin' like class and he's lookin' like trash
Can't get with a dead-beat ass
So, no

I don't want your number, no.
I don't want to give you mine and, no,
I don't want to meet you nowhere, no.
I don't want none of your time, no.

[Chorus]

If you don't have a car and you're walking
Oh yes, son, I'm talking to you
If you live at home with your mamma
Oh yes, son, I'm talking to you, baby
If you have a shorty but you don't show love
Oh yes, son, I'm talking to you
Wanna get with me with no money
Oh no, I don't want, no, oh

No scrub
No scrub, no, no
No scrub, no, no, no, no, no
No scrub, no, no
No

[Music video's spoken part:]
See, if you can't spatially expand my horizons
Then that leaves you in a class with scrubs, never rising
I don't find it surprising if you don't have the Gs
To please me and bounce from here to the coast of overseas
So, let me give you something to think about
Inundate your mind with intentions to turn you out
Can't forget the focus on the picture in front of me
You as clear as DVD on digital TV screens
Satisfy my appetite with something spectacular
Check your vernacular, and then I get back to ya
With diamond-like precision
Insatiable is what I envision
Can't detect acquisition
From your friend's expedition
Mr. Big Willy, if you really wanna know
Ask Chilli, could I be a silly ho?
Not really
T-Boz and all my señoritas
Are steppin' on your FILAs
But you don't hear me, though

[Chorus 4x]
",http://azlyrics.com/lyrics/tlc/noscrubs.html
81,Kanye West,Ultralight Beam,RnB,"

[Samoria Green and Natalie Green:]
(Yes, God)
We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes, God)
Hallelujah, God (Yes, God)
We don't want no devils in the house, God (Yes, Lord)
We want the lord (Yes, Jesus)
And that's it (Yes, God)
Hallej- hand over Satan (Yes, Jesus)
Jesus praise the Lord (Yes, God)

[Kanye West and The-Dream:]
I'm tryna keep my faith
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
This is everything

[Kanye West and The-Dream:]
Deliver us serenity
Deliver us peace
Deliver us loving
We know we need it
You know we need it
You know we need it
That's why we need You now, oh
Pray for Paris
Pray for the parents
This is a God dream
This is a God dream
This is a God dream

[Kanye West and Kanye West:]
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
Everything (Thing, thing, thing)

[The-Dream:]
I'm tryna keep my faith
But I'm looking for more
Somewhere I can feel safe
And end my holy war
I'm tryna keep my faith

[Kelly Price:]
So why send oppression, not blessings?
Why, oh, why'd You do me wrong? (More)
You persecute the weak
Because it makes You feel so strong (Safe)
Don't have much strength to fight
So I look to the light (War)
To make these wrongs turn right
Head up high, I look to the light
Hey, 'cause I know that You'll make everything alright
And I know that You'll take good care of Your child
Oh, no longer am afraid of the night
'Cause I, I look to the light

[Chance The Rapper:]
When they come for You, I will shield Your name
I will field their questions, I will feel Your pain
No one can judge
They don't, they don't know
They don't know
Foot on the Devil's neck 'til it drifted Pangaea
I'm moving all my family from Chatham to Zambia
Treat the demons just like Pam
I mean I fuck with your friends, but damn, Gina
I been this way since Arthur was anteater
Now they wanna hit me with the woo wap, the bam
Tryna snap photos of familia
My daughter look just like Sia, you can't see her
You can feel the lyrics, the spirit coming in braille
Tubman of the underground, come and follow the trail
I made Sunday Candy, I'm never going to hell
I met Kanye West, I'm never going to fail
He said, ""Let's do a good ass job with 'Chance 3'""
I hear you gotta sell it to snatch the Grammy
Let's make it so free and the bars so hard
That there ain't one gosh darn part you can't tweet
This is my part, nobody else speak
This is my part, nobody else speak
This little light of mine
Glory be to God, yeah
I'ma make sure that they go where they can't go
If they don't wanna ride I'ma still give 'em raincoats
Know what God said when He made the first rainbow
Just throw this at the end if I'm too late for the intro
Ugh, I'm just having fun with it
You know that a nigga was lost
I laugh in my head
'Cause I bet that my ex looking back like a pillar of salt
Ugh, 'cause they'll flip the script on your ass like Wesley and Spike
You cannot mess with the light
Look at lil' Chano from 79th

[Kanye West and Kanye West:]
We on an ultralight beam
We on an ultralight beam
This is a God dream
This is a God dream
This is everything
Everything

[The-Dream and Natalie Greene:]
(Yes, God)
(Hallelujah)
I'm tryna keep my faith
(Yes, Jesus)
But I'm looking for more
Somewhere I can feel safe
And end my holy war

[Kirk Franklin:]
Father, this prayer is for everyone that feels they're not good enough
This prayer's for everybody that feel that they're too messed up
For everyone that feels they've said ""I'm sorry"" too many times
You can never go too far when you can't come back home again
That's why I need...
Faith, more, safe, war
",http://azlyrics.com/lyrics/kanyewest/ultralightbeam.html
82,R. Kelly,Ignition,RnB,"

You remind me of something
I just can't think of what it is

Girl, please-
Let me stick my key in your ignition, babe
So I can get this thing started and get rollin', babe
See I'll be doin' about 80 on your freeway
Girl, I won't stop until I drive you crazy
So buckle up cause this can get bumpy, babe
Now hit the lights and check out all my functions, babe
Girl, back that thing up so I can wax it, baby
Honey, we gon' mess around and get a ticket, babe

Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out

Jump up, down once I hit them switches, babe
And I'm about to take it where you want to go, babe
Guarantee you I'm about to get some mileage, babe
And it won't be no runnin' out of gas, babe
It's like woo-ooh-ooh, pull over, babe
And let me put this lovin' off in your trunk, babe
So buckle up this could get bumpy, babe
Girl, we gon' mess around and get a ticket, babe

Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out

Now hold on tight cause I'm about to go faster, babe
Girl, you dealing with a pro behind this wheel, babe
So tell me have you ever driven a stick, babe?
You'll be screamin' every time we shift them gears, babe
So brace yourself while I'm hittin' them corners, babe
When it's over put that Kells on your license plates
Now buckle up cause this can get bumpy, babe
Girl, we gon' mess around and get a ticket, babe

Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out

When I hear you say:
Green light... I'mma go
Yellow light... Do it slow
Red light... I'mma stop
When I hear you say:
Switch lanes... Hit the signal
Pit stop... Take a break
Hit the hazards when we park
Because we about to go real far

Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out

Now let me see you
Bounce bounce bounce bounce bounce bounce bounce
Bounce bounce bounce bounce bounce bounce bounce
",http://azlyrics.com/lyrics/rkelly/ignition.html
83,The Flamingos,I Only Have Eyes For You,RnB,"

My love must be a kind of blind love
I can't see anyone but you

Are the stars out tonight?
I don't know if it's cloudy or bright
I only have eyes for you, dear

The moon may be high
But I can't see a thing in the sky
I only have eyes for you

I don't know if we're in a garden
Or on a crowded avenue

You are here and so am I
Maybe millions of people go by
But they all disappear from view
And I only have eyes for you
",http://azlyrics.com/lyrics/flamingos/ionlyhaveeyesforyou.html
