Track name,Artist name,Album,Playlist name,Type,ISRC
"They Want EFX","Das EFX","The Very Best Of Das EFX","Hip Hop","Playlist","USEW19200003"
"Needed Me","Rihanna","ANTI","Hip Hop","Playlist","QM5FT1600118"
"Hard in Da Paint","Waka Flocka Flame","Flockaveli","Hip Hop","Playlist","USWB11001274"
"Big Poppa - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","Hip Hop","Playlist","USBB40580817"
"Ain't No Half-Steppin'","Big Daddy Kane","Long Live The Kane","Hip Hop","Playlist","USWB10100010"
"Sun City","Artists United Against Apartheid","Not Available on Spotify","Hip Hop","Playlist",""
"Ruff Ryders' Anthem - Re-Recorded","DMX","Greatest Hits with a Twist - Deluxe Edition","Hip Hop","Playlist","USA371193083"
"Otis","JAY-Z","Watch The Throne (Deluxe)","Hip Hop","Playlist","USUM71111634"
"Wearing My Rolex - Radio Edit","Wiley","See Clear Now","Hip Hop","Playlist","GBAHS0800120"
"I Used to Love H.E.R.","Common","Resurrection","Hip Hop","Playlist","USRE49800112"
"It's All About The Benjamins","Diddy","No Way Out (Explicit Version)","Hip Hop","Playlist","USAR19700513"
"Whatta Man (feat. En Vogue) - EP Version","Salt-N-Pepa","The Very Best of En Vogue","Hip Hop","Playlist","USEW19900156"
"Partition","Beyoncé","BEYONCÉ [Platinum Edition]","Hip Hop","Playlist","USSM11307803"
"APESHIT","The Carters","EVERYTHING IS LOVE","Hip Hop","Playlist","QMJMT1801769"
"Electric Relaxation","A Tribe Called Quest","Midnight Marauders","Hip Hop","Playlist","USJI10300397"
"Shake Your Rump","Beastie Boys","Paul's Boutique (20th Anniversary Edition / Remastered)","Hip Hop","Playlist","USCA20807302"
"Doowutchyalike","Digital Underground","Sex Packets","Hip Hop","Playlist","USTB10300366"
"Hell Is Round The Corner","Tricky","Maxinquaye","Hip Hop","Playlist","GBANY9500050"
"Country Grammar (Hot Shit)","Nelly","Country Grammar","Hip Hop","Playlist","USUR10080452"
"Ms. Fat Booty","Mos Def","Black On Both Sides","Hip Hop","Playlist","USRW50200227"
"FDT","YG","Still Brazy (Deluxe)","Hip Hop","Playlist","USUM71604426"
"It's Tricky","Run–D.M.C.","Raising Hell","Hip Hop","Playlist","USAR18600005"
"Sheila","Jamie T","Panic Prevention","Hip Hop","Playlist","GBAAA0600302"
"Roc Boys (And The Winner Is)...","JAY-Z","The Hits Collection Volume One (Deluxe)","Hip Hop","Playlist","USUM70759054"
"Wut","Kalifa","Hey","Hip Hop","Playlist","GBBKS1400070"
"Friends","Whodini","Greatest Hits","Hip Hop","Playlist","GBAHK9900169"
"Gone Till November (feat. The New York Philharmonic Orchestra)","Wyclef Jean","Wyclef Jean presents The Carnival featuring Refugee Allstars (feat. Refugee All Stars)","Hip Hop","Playlist","USSM19700807"
"The Light","Common","Like Water For Chocolate","Hip Hop","Playlist","USMC10000123"
"March Madness","Future","March Madness","Hip Hop","Playlist","USSM11507194"
"Hip Hop Hooray","Naughty By Nature","19 Naughty III","Hip Hop","Playlist","USTB10250031"
"It's Yours (Radio Mix)","T La Rock","It's Yours","Hip Hop","Playlist","QMV7W1300100"
"Good Life","Kanye West","Graduation (Alternative Business Partners)","Hip Hop","Playlist","USUM70749087"
"Southern Hospitality (Featuring Pharrell)","Ludacris","Back For The First Time","Hip Hop","Playlist","USDJ20010506"
"Has It Come to This?","The Streets","Original Pirate Material","Hip Hop","Playlist","GBAHT0105779"
"Ladies First (feat. Monie Love)","Queen Latifah","Hip-Hop - The Old Skool Collection","Hip Hop","Playlist","USTB10300329"
"Backseat Freestyle","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","Hip Hop","Playlist","USUM71210777"
"Keep Ya Head Up","2Pac","Strictly 4 My N.I.G.G.A.Z...","Hip Hop","Playlist","USIR19300813"
"6 'N the Mornin'","ICE-T","Rhyme Pays","Hip Hop","Playlist","USWB19903423"
"Funky Cold Medina","Tone-Loc","Loc-ed After Dark","Hip Hop","Playlist","USA370507637"
"We Don't Care","Kanye West","The College Dropout (Explicit)","Hip Hop","Playlist","USDJ20400032"
"Back That Azz Up","JUVENILE","Greatest Hits","Hip Hop","Playlist","USCM50200150"
"Down On My Luck","VIC MENSA","Down On My Luck","Hip Hop","Playlist","GBUM71401881"
"Heart Of The City (Ain't No Love)","JAY-Z","The Blueprint (Explicit Version)","Hip Hop","Playlist","USDJ20110677"
"Thou Shalt Always Kill - Sunday Best Cosmic Dub","Dan Le Sac vs Scroobius Pip","Angles","Hip Hop","Playlist","GBGNS0800347"
"Famous","Kanye West","The Life Of Pablo","Hip Hop","Playlist","USUM71603020"
"Simon Says","Pharoahe Monch","Classic Hip-Hop","Hip Hop","Playlist","USCRP1101316"
"Six Days","DJ Shadow","The Private Press (Limited Edition)","Hip Hop","Playlist","GBAQH0200012"
"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)","Wu-Tang Clan","The W","Hip Hop","Playlist","USLR50000691"
"93 'Til Infinity","Souls Of Mischief","93 'til Infinity","Hip Hop","Playlist","USJI10400408"
"Television The Drug Of The Nation","The Disposable Heroes Of Hiphoprisy","Hypocrisy Is The Greatest Luxury","Hip Hop","Playlist","USIR29100033"
"RICKY","Denzel Curry","ZUU","Hip Hop","Playlist","USC4R1902692"
"Go","The Chemical Brothers","Born In The Echoes","Hip Hop","Playlist","GBUM71502365"
"Mo Bamba","Sheck Wes","MUDBOY","Hip Hop","Playlist","QM24S1703585"
"Dead Presidents II","JAY-Z","Reasonable Doubt","Hip Hop","Playlist","USTC30767895"
"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock","King's Dead (with Kendrick Lamar, Future & James Blake)","Hip Hop","Playlist","USUM71714093"
"pick up the phone","Young Thug","Birds In The Trap Sing McKnight","Hip Hop","Playlist","USSM11604495"
"Shimmy Shimmy Ya","Ol' Dirty Bastard","Rhino Hi-Five: Ol' Dirty Bastard","Hip Hop","Playlist","USEE19900173"
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)","Wu-Tang Clan","Wu-Tang Forever","Hip Hop","Playlist","USLR59900487"
"Going Back To Cali","LL COOL J","Walking With A Panther","Hip Hop","Playlist","USDJ28900009"
"T-Shirt","Migos","Culture","Hip Hop","Playlist","QMCE31600872"
"Nobody Beats the Biz (Best Of)","Biz Markie","Biz's Baddest Beats: The Best of Biz Markie","Hip Hop","Playlist","USRH10902670"
"It Ain't Hard to Tell","Nas","Illmatic","Hip Hop","Playlist","USSM10022813"
"Blue Flowers","Dr. Octagon","Dr Octagon (International Version)","Hip Hop","Playlist","GBAQH9600200"
"B.M.F. (Blowin' Money Fast)","Rick Ross","Teflon Don","Hip Hop","Playlist","USUM71018003"
"Strictly Business","EPMD","Strictly Business","Hip Hop","Playlist","USPO18800007"
"I'm On One","DJ Khaled","We The Best Forever","Hip Hop","Playlist","USCM51100126"
"Unbelievable - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","Hip Hop","Playlist","USBB40580820"
"So Fresh, So Clean","Outkast","Stankonia","Hip Hop","Playlist","USLF20000433"
"The Payoff Mix","Steinski","What Does It All Mean? - 1983-2006 Retrospective","Hip Hop","Playlist","US89R0813974"
"Guilty Conscience","Eminem","The Slim Shady LP (Explicit)","Hip Hop","Playlist","USIR19902060"
"Ring Ring Ring (Ha Ha Hey)","De La Soul","Not Available on Spotify","Hip Hop","Playlist",""
"Buddy (feat. Jungle Bros., Q-Tip, Phife, Queen Latifah & Monie Love)","De La Soul","Hip-Hop History: The Collection","Hip Hop","Playlist","USTB10250137"
"Hustlin'","Rick Ross","Port Of Miami","Hip Hop","Playlist","USUM70600878"
"Cash Shit (feat. DaBaby)","Megan Thee Stallion","Fever","Hip Hop","Playlist","QMCE31902212"
"Wordy Rappinghood","Tom Tom Club","Tom Tom Club - Deluxe Edition","Hip Hop","Playlist","GBAAN0500004"
"Let Me Blow Ya Mind","Eve","Scorpion","Hip Hop","Playlist","USIR10110155"
"Rollout (My Business)","Ludacris","Word Of Mouf","Hip Hop","Playlist","USDJ20110902"
"Wamp Wamp (What It Do) (feat. Slim Thug)","Clipse","Hell Hath No Fury","Hip Hop","Playlist","USLF20600513"
"Brooklyn's Finest","JAY-Z","Reasonable Doubt","Hip Hop","Playlist","USTC30767894"
"Hacker","Death Grips","The Money Store","Hip Hop","Playlist","USSM11200911"
"Reasons to Be Cheerful, Pt. 3","Ian Dury","Sex & Drugs & Rock & Roll","Hip Hop","Playlist","GBAFR7910097"
"My Definition Of A Boombastic Jazz Style","Dream Warriors","Hip Hop - Universal Masters","Hip Hop","Playlist","GBANY9000032"
"Pump Up The Jam","Technotronic","Pump Up The Jam","Hip Hop","Playlist","BED018901375"
"Award Tour (feat. Trugoy The Dove)","A Tribe Called Quest","Midnight Marauders","Hip Hop","Playlist","USJI10300405"
"Let's Talk About Sex","Salt-N-Pepa","Icon","Hip Hop","Playlist","GBAAP9190006"
"Takeover","JAY-Z","The Blueprint (Explicit Version)","Hip Hop","Playlist","USDJ20110685"
"Touch The Sky","Kanye West","Late Registration","Hip Hop","Playlist","USUM70502527"
"Shake Ya Ass (feat. Pharrell Williams)","Mystikal","Let's Get Ready","Hip Hop","Playlist","USJI10000277"
"Daytona 500 (feat. Raekwon & Cappadonna)","Ghostface Killah","Ironman","Hip Hop","Playlist","USSM19604194"
"Strong Island","JVC Force","Doin' Damage","Hip Hop","Playlist","USFZH0600029"
"Elevators (Me & You)","Outkast","ATLiens","Hip Hop","Playlist","USAR10100784"
"The Story of O.J.","JAY-Z","4:44","Hip Hop","Playlist","QMJMT1701231"
"Gangsta Gangsta","N.W.A.","N.W.A. Greatest Hits (World)","Hip Hop","Playlist","USPO19600006"
"Ch-Check It Out","Beastie Boys","To The 5 Boroughs","Hip Hop","Playlist","USCA20400281"
"It's Too Late","The Streets","Original Pirate Material","Hip Hop","Playlist","GBFFS0200005"
"Baby Got Back","Sir Mix-A-Lot","Jackass The Movie (The Official Soundtrack)","Hip Hop","Playlist","USSM19100221"
"Doorman","slowthai","Nothing Great About Britain","Hip Hop","Playlist","GBAKX1800022"
"Big Beast (feat. Bun B, T.I., and Trouble)","Killer Mike","R.A.P. Music","Hip Hop","Playlist","USYWT0800101"
"Lost Ones","Ms. Lauryn Hill","The Miseducation of Lauryn Hill","Hip Hop","Playlist","USSM19802471"
"Frankie Sinatra","The Avalanches","Wildflower","Hip Hop","Playlist","AUUM71600212"
"Exhibit C","Jay Electronica","Exhibit C","Hip Hop","Playlist","US2Q80900083"
"Let Me Ride","Dr. Dre","The Chronic","Hip Hop","Playlist","USKO10403558"
"Breathe","Fabolous","Rhino Hi-Five: Fabolous","Hip Hop","Playlist","USEE10413510"
"Raw (Edit) - 45 Version","Big Daddy Kane","Raw (Edit) / Word to the Mother (Land) [45 Version]","Hip Hop","Playlist","USRH10904233"
"I Got a Man (Re-Recorded / Remastered)","Positive K","Old School Hip Hop Greats","Hip Hop","Playlist","USA560949495"
"You're Gonna Get Yours","Public Enemy","Yo! Bum Rush The Show","Hip Hop","Playlist","USDJ28800001"
"Let Your Backbone Slide - Power Mix","Maestro Fresh Wes","Symphony in Effect","Hip Hop","Playlist","CAU111019539"
"Lollipop","Lil Wayne","Tha Carter III","Hip Hop","Playlist","USCM50800556"
"Did You See","J Hus","Common Sense","Hip Hop","Playlist","GBARL1700098"
"Kim","Eminem","The Marshall Mathers LP - Tour Edition (International Version)","Hip Hop","Playlist","USIR10000592"
"Rockin' It","The Fearless Four","Rockin' It","Hip Hop","Playlist","USJ3V1852728"
"Jazz Thing","Gang Starr","Hip Hop 100 Hits - Urban rap & R n B anthems inc. Jay Z, A$ap Rocky, Wu-Tang Clan & Nas","Hip Hop","Playlist","USSM19803174"
"Shoop","Salt-N-Pepa","Very Necessary","Hip Hop","Playlist","USWWW0126118"
"Boys","Lizzo","Boys","Hip Hop","Playlist","USAT21802921"
"One More Chance / Stay with Me - Remix; 2007 Remaster","The Notorious B.I.G.","Greatest Hits","Hip Hop","Playlist","USBB40706428"
"Worst Behavior","Drake","Nothing Was The Same (Deluxe)","Hip Hop","Playlist","USCM51300742"
"The New Style","Beastie Boys","Licensed To Ill","Hip Hop","Playlist","USDJ28600002"
"All Day","Kanye West","All Day","Hip Hop","Playlist","USUM71502329"
"Dirty Laundry","Danny Brown","uknowhatimsayin¿","Hip Hop","Playlist","GBBPW1900153"
"Tints (feat. Kendrick Lamar)","Anderson .Paak","Oxnard","Hip Hop","Playlist","ZZOPM1800659"
"Shabba (feat. A$AP Rocky)","A$AP Ferg","Trap Lord","Hip Hop","Playlist","USRC11301000"
"Runnin'","The Pharcyde","Labcabincalifornia","Hip Hop","Playlist","USA370507659"
"Pop The Glock","Uffie","Sex Dreams and Denim Jeans","Hip Hop","Playlist","FR0NT0500057"
"Bling Bling","B.G.","10 Years Of Bling Vol. 1","Hip Hop","Playlist","USCM50200185"
"Constantly Hating (feat. Birdman)","Young Thug","Barter 6","Hip Hop","Playlist","USAT21501210"
"God's Plan","Drake","Scorpion","Hip Hop","Playlist","USCM51800004"
"Ridin'","Chamillionaire","The Sound of Revenge","Hip Hop","Playlist","USUM70503088"
"The Story of Adidon","Pusha T","Not Available on Spotify","Hip Hop","Playlist",""
"Party Up","DMX","...And Then There Was X","Hip Hop","Playlist","USDJ29905352"
"Fancy","Iggy Azalea","Reclassified","Hip Hop","Playlist","GBUM71400597"
"I Get Money","50 Cent","Curtis","Hip Hop","Playlist","USUM70742700"
"World Destruction","Time Zone featuring John Lydon & Afrika Bambaataa","World Destruction","Hip Hop","Playlist","USA560514628"
"Abarajame","Illya Kuryaki & The Valderramas","Chaco (Serie Rock Nacional 2004)","Hip Hop","Playlist","ARF099500150"
"money machine","100 gecs","1000 gecs","Hip Hop","Playlist","USZ4V1900182"
"Final Form","Sampa the Great","The Return","Hip Hop","Playlist","GBCFB1900105"
"C'Mon 'N' Ride It (The Train)","Quad City DJ's","Ultimate Club Dance 90s","Hip Hop","Playlist","USI4R1052733"
"Get At Me Dog","DMX","The Best Of DMX","Hip Hop","Playlist","USUM70736768"
"Lip Gloss","Lil Mama","Lip Gloss","Hip Hop","Playlist","USJI10700087"
"The Full Retard","El-P","Cancer 4 Cure","Hip Hop","Playlist","USFP71227002"
"Where Is The Love?","Black Eyed Peas","Elephunk (International Version)","Hip Hop","Playlist","USIR10311862"
"I Wish - Radio Edit","Skee-Lo","I Wish","Hip Hop","Playlist","NLML61100033"
"Dickes B (feat. Black Kappa)","Seeed","New Dubby Conquerors","Hip Hop","Playlist","DEA620101390"
"Sirens","Dizzee Rascal","Maths + English","Hip Hop","Playlist","GBBKS0700051"
"Daylight","Aesop Rock","Labor Days","Hip Hop","Playlist","USA4T0401302"
"Say No Go","De La Soul","Best of Old Skool Hip Hop","Hip Hop","Playlist","USI4R0903279"
"Rump Shaker","Wreckx-N-Effect","American Reunion (Original Motion Picture Soundtrack)","Hip Hop","Playlist","USMC19238663"
"Microphone Fiend","Eric B. & Rakim","Follow The Leader","Hip Hop","Playlist","USMC10001310"
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","Raekwon","Only Built 4 Cuban Linx...","Hip Hop","Playlist","USRC19502504"
"Run's House - Single Version","Run–D.M.C.","RUN DMC ""High Profile: The Original Rhymes""","Hip Hop","Playlist","USAR19901311"
"Saturday Night","Schoolly D","The Masters Series: Hip Hop","Hip Hop","Playlist","USJI10300876"
"My Philosophy","Boogie Down Productions","By All Means Necessary","Hip Hop","Playlist","USJI18800001"
"I'll Be Missing You (feat. Faith Evans & 112)","Diddy","No Way Out","Hip Hop","Playlist","USBB40580685"
"Angels (feat. Saba)","Chance the Rapper","Coloring Book","Hip Hop","Playlist","TCACO1667437"
"Big Fish","Vince Staples","Big Fish Theory","Hip Hop","Playlist","USUM71700611"
"Plug Tunin'","De La Soul","Not Available on Spotify","Hip Hop","Playlist",""
"Player's Ball","Outkast","Southernplayalisticadillacmuzik","Hip Hop","Playlist","USLF29300117"
"No Vaseline","Ice Cube","Death Certificate","Hip Hop","Playlist","USPO19100038"
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky","LONG.LIVE.A$AP (Deluxe Version)","Hip Hop","Playlist","USRC11201220"
"Gangster Trippin","Fatboy Slim","You've Come A Long Way Baby","Hip Hop","Playlist","GBBMQ9800078"
"Almeda","Solange","When I Get Home","Hip Hop","Playlist","USSM11901227"
"Move That Dope (feat. Pharrell, Pusha T & Casino)","Future","Honest","Hip Hop","Playlist","USSM11400572"
"Shut 'Em Down","Public Enemy","Apocalypse 91… The Enemy Strikes Black","Hip Hop","Playlist","USDJ29100011"
"Risingson","Massive Attack","Mezzanine","Hip Hop","Playlist","GBAAA9710463"
"Hip Hop","Dead Prez","Back In The Day ... Hip Hop Classics","Hip Hop","Playlist","USLR50000031"
"I'm Bad","LL COOL J","Bigger And Deffer","Hip Hop","Playlist","USDJ28700001"
"High Noon","DJ Shadow","Pre-Emptive Strike","Hip Hop","Playlist","GBAQH9700080"
"Blinded by the Lights","The Streets","A Grand Don't Come for Free","Hip Hop","Playlist","GBFFS0400016"
"People Everyday","Arrested Development","3 Years, 5 Months And 2 Days In The Life Of...","Hip Hop","Playlist","USCH39200007"
"Je danse le Mia","IAM","Ombre Est Lumière","Hip Hop","Playlist","FRY689310074"
"Oh Boy","Cam'ron","Def Jam 25, Vol. 7: THE # 1's (Can't Live Without My Radio) Pt. 2 [Explicit Version]","Hip Hop","Playlist","USDJ20200334"
"Self Destruction","KRS-One","Best of Old School Hip-Hop","Hip Hop","Playlist","USCRP1101364"
"Ego Trippin'","Ultramagnetic MC's","Critical Beatdown (Re-Issue)","Hip Hop","Playlist","NLA320420794"
"Nutmeg (feat. RZA)","Ghostface Killah","Supreme Clientele","Hip Hop","Playlist","USSM19805554"
"Throw Ya Gunz","Onyx","Bacdafucup","Hip Hop","Playlist","USRL19300003"
"Beautiful","Snoop Dogg","The Best Of Snoop Dogg","Hip Hop","Playlist","USPO10200092"
"Take Me To Broadway","Chilly Gonzales","Take Me To Broadway","Hip Hop","Playlist","DEQ330205807"
"Oh My Darling Don't Cry","Run The Jewels","Run the Jewels 2","Hip Hop","Playlist","QM8RL1400014"
"Versace","Migos","Young Rich N*ggas","Hip Hop","Playlist","USUYG1031225"
"Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne","T.I.","Paper Trail","Hip Hop","Playlist","USAT20803686"
"Double Dutch Bus","Frankie Smith","Children Of Tomorrow","Hip Hop","Playlist","CAU118101411"
"Spoonin' Rap","Spoonie Gee","The Sugar Hill Hip-Hop Box Set","Hip Hop","Playlist","GBAJE8000289"
"untitled 07 2014 - 2016","Kendrick Lamar","untitled unmastered.","Hip Hop","Playlist","USUM71601677"
"SuperThug","N.O.R.E.","N.O.R.E.","Hip Hop","Playlist","USUYG1010342"
"Der Kommissar","Falco","Einzelhaft","Hip Hop","Playlist","ATB158200018"
"Just To Get A Rep","Gang Starr","Full Clip: A Decade Of Gang Starr","Hip Hop","Playlist","USCH39000003"
"Rock Me Amadeus","Falco","Falco 3 25th Anniversary Edition","Hip Hop","Playlist","ATB158500018"
"Father Stretch My Hands Pt. 1","Kanye West","The Life Of Pablo","Hip Hop","Playlist","USUM71603067"
"Put On","Jeezy","The Recession","Hip Hop","Playlist","USUM70815008"
"Colors","ICE-T","Rhino Hi-Five: Rap [Vol 2]","Hip Hop","Playlist","USWB10002690"
"Womp Womp","Valee","Womp Womp","Hip Hop","Playlist","USUM71806259"
"It's A Shame (My Sister) [feat. True Image]","Monie Love","Down To Earth","Hip Hop","Playlist","GBAYK9000063"
"Crabbuckit","K-OS","Joyful Rebellion","Hip Hop","Playlist","CAE150400006"
"Oldie","Odd Future","The OF Tape Vol. 2","Hip Hop","Playlist","USQX91200100"
"Ain't it Funny","Danny Brown","Atrocity Exhibition","Hip Hop","Playlist","GBBPW1600102"
"Hey DJ","Worlds Famous Supreme Team","Hey DJ","Hip Hop","Playlist","usx9p1349928"
"Georgia.....Bush","Lil Wayne","Get 'Em","Hip Hop","Playlist","NLRD51402346"
"I Just Wanna Love U (Give It 2 Me)","JAY-Z","The Dynasty","Hip Hop","Playlist","USDJ20010584"
"The Symphony","Big Daddy Kane","Best of Old School Hip-Hop","Hip Hop","Playlist","USCRP1101357"
"911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)","Tyler, The Creator","Flower Boy","Hip Hop","Playlist","USQX91701281"
"Go on Girl - Remix","Roxanne Shante","Bad Sister","Hip Hop","Playlist","USWB10903757"
"Fuck Wit Dre Day (And Everybody's Celebratin')","Dr. Dre","The Chronic","Hip Hop","Playlist","USKO10403557"
"Root Down","Beastie Boys","Ill Communication","Hip Hop","Playlist","USCA29400111"
"Blockbuster Night Part 1","Run The Jewels","Run the Jewels 2","Hip Hop","Playlist","QM8RL1400003"
"Forerunner Foray","Shabazz Palaces","Lese Majesty","Hip Hop","Playlist","USSUB1404402"
"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","TESTING","Hip Hop","Playlist","USRC11800930"
"Informer","Snow","12 Inches Of Snow","Hip Hop","Playlist","USEW19300006"
"Anaconda","Nicki Minaj","The Pinkprint (International Deluxe Explicit)","Hip Hop","Playlist","USCM51400260"
"All That I Got Is You (feat. Mary J. Blige)","Ghostface Killah","Ironman","Hip Hop","Playlist","USSM19604195"
"Try Me","DeJ Loaf","Try Me","Hip Hop","Playlist","USSM11408382"
"Don't Say Nuthin'","The Roots","The Tipping Point","Hip Hop","Playlist","USMC10400168"
"America's Most Blunted","Madvillain","Madvillainy","Hip Hop","Playlist","US2S70465006"
"When It Rain","Danny Brown","Atrocity Exhibition","Hip Hop","Playlist","GBBPW1600074"
"Comprendes, Mendes?","Control Machete","Mucho Barato","Hip Hop","Playlist","MXF119903597"
"She's On It","Beastie Boys","Anthology: The Sounds Of Science","Hip Hop","Playlist","USDJ20110361"
"Live Your Life - feat. Rihanna","T.I.","Paper Trail","Hip Hop","Playlist","USAT20803620"
"Player's Anthem","Junior M.A.F.I.A.","This is Hip Hop","Hip Hop","Playlist","USA370576651"
"Thong Song","Sisqo","Unleash The Dragon","Hip Hop","Playlist","USDJ29905218"
"Sock It 2 Me (feat. Da Brat)","Missy Elliott","Supa Dupa Fly","Hip Hop","Playlist","USEW19706203"
"Slow Down","Brand Nubian","One For All","Hip Hop","Playlist","USEE19000023"
"Ain't No Nigga","JAY-Z","Reasonable Doubt","Hip Hop","Playlist","USTC30767902"
"4 My People (feat. Eve)","Missy Elliott","Miss E... So Addictive","Hip Hop","Playlist","USEW20100199"
"Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams)","C & C Music Factory","Gonna Make You Sweat","Hip Hop","Playlist","USSM19000533"
"Naked Eye","Luscious Jackson","Fever In Fever Out","Hip Hop","Playlist","USCA29600125"
"Rock Hard","Beastie Boys","Not Available on Spotify","Hip Hop","Playlist",""
"Jenifa (Taught Me)","De La Soul","Not Available on Spotify","Hip Hop","Playlist",""
"The Power - 7"" Version","SNAP!","SNAP! The Power Greatest Hits","Hip Hop","Playlist","DEC229000107"
"Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa)","Pras","Ghetto Supastar","Hip Hop","Playlist","USSM19803488"
"Throw Some D's","Rich Boy","Rich Boy","Hip Hop","Playlist","USUM70609995"
"Can't Truss It","Public Enemy","Apocalypse 91… The Enemy Strikes Black","Hip Hop","Playlist","USDJ29100004"
"Truth Hurts","Lizzo","Cuz I Love You (Super Deluxe)","Hip Hop","Playlist","USAT21703896"
"Northern Touch (feat. Kardinal Offishall, Thrust, Choclair & Checkmate)","Rascalz","Cash Crop + Bonus Track","Hip Hop","Playlist","CAV169700648"
"Chum","Earl Sweatshirt","Doris","Hip Hop","Playlist","USQX91202035"
"Because I Got High - Radio Edit","Afroman","The Good Times","Hip Hop","Playlist","USUR10110846"
"The Space Program","A Tribe Called Quest","We got it from Here... Thank You 4 Your service","Hip Hop","Playlist","USSM11609279"
"Cars With The Boom","L'Trimm","Grab It!","Hip Hop","Playlist","USAT20003215"
"Ugly","Bubba Sparxxx","Deliverence","Hip Hop","Playlist","USIR10110698"
"Boom Boom Pow","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES) [International Version]","Hip Hop","Playlist","USUM70955624"
"Feel so Good","Mase","Harlem World","Hip Hop","Playlist","USBB40580127"
"Bossy","Kelis","Kelis Was Here","Hip Hop","Playlist","USLF20500240"
"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - Remix","A Tribe Called Quest","The Love Movement","Hip Hop","Playlist","USJI19210390"
"I Ain't No Joke","Eric B. & Rakim","Paid In Full (Deluxe Edition)","Hip Hop","Playlist","USIR28700015"
"7 rings","Ariana Grande","thank u, next","Hip Hop","Playlist","USUM71900110"
"Hold It Now, Hit It","Beastie Boys","Licensed To Ill","Hip Hop","Playlist","USDJ28600010"
"Enter The Ninja","Die Antwoord","5 - EP","Hip Hop","Playlist","USUM71018399"
"Panda","Desiigner","Panda","Hip Hop","Playlist","USUM71601094"
"Run","Ghostface","Best Of","Hip Hop","Playlist","USDJ20400305"
"Blessings - Extended Version","Big Sean","Blessings (Extended Version)","Hip Hop","Playlist","USUM71501601"
"Ima Read","Zebra Katz","Ima Read","Hip Hop","Playlist","USZ4V1200013"
"I'll House You","Jungle Brothers","The Big Apple Bites Back - New York House & Remix Culture","Hip Hop","Playlist","USWR38802201"
"Dance Wiv Me","Dizzee Rascal","Tongue N' Cheek (Dirtee Deluxe Edition)","Hip Hop","Playlist","GBWHS0800003"
"How I Got Over","The Roots","How I Got Over","Hip Hop","Playlist","USUM70974863"
"Shine Blockas","Big Boi","Sir Lucious Left Foot...The Son Of Chico Dusty","Hip Hop","Playlist","USUM71016509"
"The Body Rock","Treacherous Three","Not Available on Spotify","Hip Hop","Playlist",""
"Fade","Kanye West","The Life Of Pablo","Hip Hop","Playlist","USUM71605435"
"Sound of da Police","KRS-One","Return of the Boom Bap","Hip Hop","Playlist","GBAHK9300100"
"Needle to the Groove","Mantronix","The Album","Hip Hop","Playlist","USWR30910610"
"Chacun fait (c'qui lui plaît) - Version originale 1981","Chagrin D'amour","Best of Chagrin d'Amour (Le meilleur des années 80)","Hip Hop","Playlist","FR6V80496292"
"Nosetalgia","Pusha T","My Name Is My Name","Hip Hop","Playlist","USUM71311909"
"Control (feat. Jay Electronica & Big Sean)","Black Hippy","T.D.E.","Hip Hop","Playlist","FR5R00903443"
"Pop Out (feat. Lil Tjay)","Polo G","Die A Legend","Hip Hop","Playlist","USQX91900309"
"Crew (feat. Brent Faiyaz & Shy Glizzy)","GoldLink","At What Cost","Hip Hop","Playlist","USRC11602777"
"Señorita","Vince Staples","Summertime '06","Hip Hop","Playlist","USUM71504507"
"Mona Lisa","Slick Rick","The Great Adventures Of Slick Rick","Hip Hop","Playlist","USDJ28800037"
"1st Of Tha Month","Bone Thugs-N-Harmony","E. Eternal 1999","Hip Hop","Playlist","US23S9529112"
"I Seen a Man Die","Scarface","The Diary","Hip Hop","Playlist","USZXT1035280"
"Antidote","Travis Scott","Rodeo","Hip Hop","Playlist","USSM11505661"
"Here Comes the Hotstepper - Heartical Mix","iNi Kamoze","Here Comes The Hotstepper","Hip Hop","Playlist","USSM19402084"
"ill Manors","Plan B","ill Manors","Hip Hop","Playlist","GBFFS1200001"
"What We Do","Freeway","Philadelphia Freeway","Hip Hop","Playlist","USDJ20200991"
"Selfish","Little Simz","GREY Area","Hip Hop","Playlist","GBWWP1804474"
"Stakes is High","De La Soul","Not Available on Spotify","Hip Hop","Playlist",""
